artifact,method,k,l,r,l_over_k,partitions,sampling,run,seed,r_effective,cost_seed,cost_final,n_lloyd_iters,time_seed,time_fit,failed
fig51,kmeans||,33,132,7,4,64,exact,6,48,7,1100076.3469094236,1096736.4385875284,8,7.31475043296814,5.302671432495117,False
fig51,kmeans||,33,132,7,4,64,exact,7,49,7,1157517.3407531397,1154450.2007559375,7,7.041231870651245,3.3944172859191895,False
fig51,kmeans||,33,132,7,4,64,exact,8,50,7,1101410.0880498127,1097185.005080353,10,7.900294780731201,3.9215238094329834,False
fig51,kmeans||,33,132,7,4,64,exact,9,51,7,1124319.846414761,1122206.5961135123,7,8.828001976013184,1.7550008296966553,False
fig51,kmeans||,33,132,7,4,64,exact,10,52,7,1165560.0175557188,1151723.6725847286,21,9.33914589881897,14.97617793083191,False
fig51,kmeans||,33,132,8,4,64,exact,0,42,8,1189408.011616133,1187079.0275201944,14,8.80948519706726,7.411479473114014,False
fig51,kmeans||,33,132,8,4,64,exact,1,43,8,1126091.438120557,1124772.7358336947,14,9.731382846832275,8.180053949356079,False
fig51,kmeans||,33,132,8,4,64,exact,2,44,8,1190175.5532346624,1188993.4983081776,14,9.9263756275177,9.722289085388184,False
fig51,kmeans||,33,132,8,4,64,exact,3,45,8,1112205.8822635836,1109031.4201755354,17,9.22842025756836,11.169848918914795,False
fig51,kmeans||,33,132,8,4,64,exact,4,46,8,1140495.18971485,1137496.4663170194,13,8.8085355758667,8.573639631271362,False
fig51,kmeans||,33,132,8,4,64,exact,5,47,8,1148939.268303902,1140094.11991661,24,9.96044111251831,19.298632383346558,False
fig51,kmeans||,33,132,8,4,64,exact,6,48,8,1113453.9674999171,1112769.747804265,13,9.46916151046753,7.236736059188843,False
fig51,kmeans||,33,132,8,4,64,exact,7,49,8,1114659.9779243763,1111243.6788513302,7,8.114629983901978,2.0884735584259033,False
fig51,kmeans||,33,132,8,4,64,exact,8,50,8,1098655.9923512065,1097488.7464862247,9,9.941879510879517,5.128626823425293,False
fig51,kmeans||,33,132,8,4,64,exact,9,51,8,1164452.8165745903,1161480.123911544,6,9.388735055923462,3.339986801147461,False
fig51,kmeans||,33,132,8,4,64,exact,10,52,8,1221314.4496696063,1213555.9399904385,55,9.843010187149048,91.86840915679932,False
fig51,kmeans||,33,132,9,4,64,exact,0,42,9,1238868.9205925385,1231334.6137205372,37,9.98149585723877,39.961196184158325,False
fig51,kmeans||,33,132,9,4,64,exact,1,43,9,1148201.0759846338,1147053.376323275,13,10.816699981689453,6.986729621887207,False
fig51,kmeans||,33,132,9,4,64,exact,2,44,9,1186458.4870422853,1185821.4879500526,30,10.663589477539062,29.86513614654541,False
fig51,kmeans||,33,132,9,4,64,exact,3,45,9,1180424.62329746,1179472.1763178406,9,10.67175030708313,4.838027715682983,False
fig51,kmeans||,33,132,9,4,64,exact,4,46,9,1129066.10173129,1128081.6653416248,10,10.591583728790283,5.605995178222656,False
fig51,kmeans||,33,132,9,4,64,exact,5,47,9,1195059.2521336311,1191799.6477670725,7,10.826666593551636,4.385670900344849,False
fig51,kmeans||,33,132,9,4,64,exact,6,48,9,1149365.98863898,1144654.690485454,20,12.190057039260864,15.73220157623291,False
fig51,kmeans||,33,132,9,4,64,exact,7,49,9,1106485.8190820313,1103687.95695052,7,12.38756775856018,3.780104637145996,False
fig51,kmeans||,33,132,9,4,64,exact,8,50,9,1144850.0820506255,1144033.6538239613,7,11.676292419433594,3.993168830871582,False
fig51,kmeans||,33,132,9,4,64,exact,9,51,9,1156963.6052169553,1156201.6265782053,16,12.338691234588623,11.49483585357666,False
fig51,kmeans||,33,132,9,4,64,exact,10,52,9,1122409.6397939185,1121633.328923048,7,11.664946556091309,4.044528961181641,False
fig51,kmeans||,33,132,10,4,64,exact,0,42,10,1178062.7299245077,1177428.3284358035,24,12.470830202102661,20.17658281326294,False
fig51,kmeans||,33,132,10,4,64,exact,1,43,10,1164400.6301724839,1161900.6844811419,8,12.123686075210571,5.0472588539123535,False
fig51,kmeans||,33,132,10,4,64,exact,2,44,10,1139566.7202859235,1138905.8365591383,30,12.868046522140503,32.87645602226257,False
fig51,kmeans||,33,132,10,4,64,exact,3,45,10,1088694.9466518192,1087731.041527047,7,13.217806339263916,3.6390457153320312,False
fig51,kmeans||,33,132,10,4,64,exact,4,46,10,1135128.7137213144,1134218.6560768774,8,12.291300535202026,4.484643936157227,False
fig51,kmeans||,33,132,10,4,64,exact,5,47,10,1122450.2076039477,1117196.034939568,24,13.359994649887085,21.54170250892639,False
fig51,kmeans||,33,132,10,4,64,exact,6,48,10,1166561.0594890146,1162012.6413754972,56,13.59257984161377,92.66037893295288,False
fig51,kmeans||,33,132,10,4,64,exact,7,49,10,1138086.0207352568,1135381.4977284414,8,11.894419193267822,5.405454158782959,False
fig51,kmeans||,33,132,10,4,64,exact,8,50,10,1108411.7461979399,1107618.898728636,7,13.188348770141602,1.6733951568603516,False
fig51,kmeans||,33,132,10,4,64,exact,9,51,10,1129704.935418574,1126558.3570046125,9,12.083167791366577,2.9682095050811768,False
fig51,kmeans||,33,132,10,4,64,exact,10,52,10,1150952.6326820978,1145862.0184718613,13,12.052564859390259,6.010745286941528,False
fig51,kmeans||,65,65,1,1,64,exact,0,42,1,2744551.952034495,832167.2514938164,45,2.8643264770507812,71.70315885543823,False
fig51,kmeans||,65,65,1,1,64,exact,1,43,1,3311841.507056565,1022549.8442192114,100,2.4339239597320557,318.6157011985779,False
fig51,kmeans||,65,65,1,1,64,exact,2,44,1,2246069.489150187,1251562.1243170311,100,2.551384449005127,316.44921612739563,False
fig51,kmeans||,65,65,1,1,64,exact,3,45,1,2069516.0626347256,740221.9189237078,100,2.5647637844085693,327.0673544406891,False
fig51,kmeans||,65,65,1,1,64,exact,4,46,1,3639873.4569963943,1280643.210178357,78,2.3894104957580566,192.97168278694153,False
fig51,kmeans||,65,65,1,1,64,exact,5,47,1,2665834.964254705,1517413.291140172,53,3.0217394828796387,90.63956093788147,False
fig51,kmeans||,65,65,1,1,64,exact,6,48,1,4451516.499357949,2022004.390271922,30,2.4773073196411133,30.959081172943115,False
fig51,kmeans||,65,65,1,1,64,exact,7,49,1,3332081.182849799,1782734.167976513,63,2.2935726642608643,122.78178453445435,False
fig51,kmeans||,65,65,1,1,64,exact,8,50,1,2928850.947109052,1400401.177644959,49,2.7733707427978516,77.98690581321716,False
fig51,kmeans||,65,65,1,1,64,exact,9,51,1,2535162.030642948,1128191.3066806262,100,2.8747823238372803,303.8877635002136,False
fig51,kmeans||,65,65,1,1,64,exact,10,52,1,2554462.4921455807,933204.6038250373,100,2.7376561164855957,309.50969791412354,False
fig51,kmeans||,65,65,2,1,64,exact,0,42,2,673051.6971643106,514093.52231209027,52,3.9132747650146484,87.62930727005005,False
fig51,kmeans||,65,65,2,1,64,exact,1,43,2,759358.1327888186,513712.7436063429,33,3.6449878215789795,36.3559627532959,False
fig51,kmeans||,65,65,2,1,64,exact,2,44,2,661379.5213735868,513078.39323885506,54,2.6157195568084717,90.2070803642273,False
fig51,kmeans||,65,65,2,1,64,exact,3,45,2,573882.7547081115,472020.90719092777,41,3.4406752586364746,52.11272168159485,False
fig51,kmeans||,65,65,2,1,64,exact,4,46,2,767746.9381723729,501888.0888344808,25,3.1160476207733154,21.171356678009033,False
fig51,kmeans||,65,65,2,1,64,exact,5,47,2,660712.9160391234,487063.14731446485,20,2.767725944519043,13.398824691772461,False
fig51,kmeans||,65,65,2,1,64,exact,6,48,2,840792.9992249861,618418.0327650165,39,3.479156494140625,47.814534187316895,False
fig51,kmeans||,65,65,2,1,64,exact,7,49,2,832555.3393435837,574676.1660104506,26,3.4007561206817627,24.922880172729492,False
fig51,kmeans||,65,65,2,1,64,exact,8,50,2,795608.4095317854,511248.3580083183,31,3.1705305576324463,31.37156891822815,False
fig51,kmeans||,65,65,2,1,64,exact,9,51,2,617376.7745273501,458272.0220842925,27,2.773461103439331,24.022172212600708,False
fig51,kmeans||,65,65,2,1,64,exact,10,52,2,669098.9352732248,493066.7739873013,19,2.6604208946228027,12.791377067565918,False
fig51,kmeans||,65,65,3,1,64,exact,0,42,3,548982.3357316516,462980.9417530395,24,3.631960153579712,18.857963800430298,False
fig51,kmeans||,65,65,3,1,64,exact,1,43,3,524625.1000913676,455918.7852690923,44,3.181918144226074,62.79770874977112,False
fig51,kmeans||,65,65,3,1,64,exact,2,44,3,527219.2916369922,454149.1294876495,26,3.5151848793029785,24.262486934661865,False
fig51,kmeans||,65,65,3,1,64,exact,3,45,3,498272.2661733265,450488.0624326628,29,3.215963125228882,26.924147129058838,False
fig51,kmeans||,65,65,3,1,64,exact,4,46,3,532923.0424027425,461459.0035344845,23,4.153564691543579,20.738157033920288,False
fig51,kmeans||,65,65,3,1,64,exact,5,47,3,511108.6931854043,443286.9683289664,24,3.145620584487915,21.466604471206665,False
fig51,kmeans||,65,65,3,1,64,exact,6,48,3,534942.2357531046,456553.5434184964,32,3.1326680183410645,34.51218819618225,False
fig51,kmeans||,65,65,3,1,64,exact,7,49,3,517561.7536253732,449164.4180895641,32,3.418978452682495,32.934526681900024,False
fig51,kmeans||,65,65,3,1,64,exact,8,50,3,520632.8578698544,454407.5547626896,16,3.5829882621765137,10.439663171768188,False
fig51,kmeans||,65,65,3,1,64,exact,9,51,3,513325.0339540732,449863.4550956758,26,4.089900970458984,21.673519134521484,False
fig51,kmeans||,65,65,3,1,64,exact,10,52,3,502168.67054948246,450274.44731842977,25,3.3562676906585693,21.56700897216797,False
fig51,kmeans||,65,65,4,1,64,exact,0,42,4,490219.3521485608,446044.51186389994,32,4.681793928146362,36.977866649627686,False
fig51,kmeans||,65,65,4,1,64,exact,1,43,4,481115.7008696106,445563.92732195125,19,4.19275164604187,14.100395917892456,False
fig51,kmeans||,65,65,4,1,64,exact,2,44,4,497953.2315560188,452937.1619714621,22,4.461822986602783,18.56872057914734,False
fig51,kmeans||,65,65,4,1,64,exact,3,45,4,499153.2705765235,458819.04788876866,27,4.025223016738892,26.240800380706787,False
fig51,kmeans||,65,65,4,1,64,exact,4,46,4,505512.4536621562,466549.4318943601,25,4.06119704246521,23.04999279975891,False
fig51,kmeans||,65,65,4,1,64,exact,5,47,4,484890.6585982323,447534.670643102,24,5.003174781799316,21.866101264953613,False
fig51,kmeans||,65,65,4,1,64,exact,6,48,4,483962.3113507746,454093.9147803365,18,4.634130239486694,13.485530614852905,False
fig51,kmeans||,65,65,4,1,64,exact,7,49,4,491662.673277747,446379.84918786265,24,3.682185649871826,22.425440549850464,False
fig51,kmeans||,65,65,4,1,64,exact,8,50,4,492770.31692166603,460315.8408499244,24,4.2772376537323,21.72898006439209,False
fig51,kmeans||,65,65,4,1,64,exact,9,51,4,484230.2590626378,448705.3273511838,47,3.8061606884002686,72.29873037338257,False
fig51,kmeans||,65,65,4,1,64,exact,10,52,4,491502.34463738144,459427.6793649153,45,4.0396058559417725,65.74116158485413,False
fig51,kmeans||,65,65,5,1,64,exact,0,42,5,469388.165734421,451809.48660081753,26,5.035749912261963,24.21145796775818,False
fig51,kmeans||,65,65,5,1,64,exact,1,43,5,487285.39764661813,455121.27003552025,56,5.5683465003967285,96.96596956253052,False
fig51,kmeans||,65,65,5,1,64,exact,2,44,5,500783.14632576786,473599.6397863379,22,4.724000692367554,18.955767393112183,False
fig51,kmeans||,65,65,5,1,64,exact,3,45,5,475247.7555501061,451504.8390981826,18,5.117274761199951,13.184848070144653,False
fig51,kmeans||,65,65,5,1,64,exact,4,46,5,478087.13263033214,447142.0963283992,35,4.4471399784088135,41.491374254226685,False
fig51,kmeans||,65,65,5,1,64,exact,5,47,5,488829.2412353739,454164.5134045993,26,5.3998777866363525,22.930617332458496,False
fig51,kmeans||,65,65,5,1,64,exact,6,48,5,470668.4251902271,452382.9618154351,20,4.74734091758728,15.60452914237976,False
fig51,kmeans||,65,65,5,1,64,exact,7,49,5,477078.3135914167,449774.0461698551,27,4.4763994216918945,27.098888397216797,False
fig51,kmeans||,65,65,5,1,64,exact,8,50,5,486341.2732433524,462700.8523607411,25,4.3034844398498535,21.86755633354187,False
fig51,kmeans||,65,65,5,1,64,exact,9,51,5,484970.9809105247,452143.4129238474,33,4.926385402679443,36.95580506324768,False
fig51,kmeans||,65,65,5,1,64,exact,10,52,5,479897.8394726005,443028.3390115137,23,4.415874719619751,20.006810665130615,False
fig51,kmeans||,65,65,6,1,64,exact,0,42,6,472733.37602634245,458675.66089453315,16,6.589195251464844,12.402485370635986,False
fig51,kmeans||,65,65,6,1,64,exact,1,43,6,472416.69906493725,448534.1597657157,27,5.978250026702881,26.86979103088379,False
fig51,kmeans||,65,65,6,1,64,exact,2,44,6,473444.5900020625,451089.72722550476,18,5.1202123165130615,13.323264122009277,False
fig51,kmeans||,65,65,6,1,64,exact,3,45,6,490483.68659138866,472361.95865908323,15,5.5550856590271,10.39441204071045,False
fig51,kmeans||,65,65,6,1,64,exact,4,46,6,454509.59883049526,437981.9849469829,15,5.676964998245239,8.728942155838013,False
fig51,kmeans||,65,65,6,1,64,exact,5,47,6,486255.44034709444,459275.8061723697,18,6.440248012542725,12.598955631256104,False
fig51,kmeans||,65,65,6,1,64,exact,6,48,6,474478.34625981265,463404.4998009787,18,5.919211387634277,11.432756900787354,False
fig51,kmeans||,65,65,6,1,64,exact,7,49,6,489585.4759076138,460381.61911139777,24,6.9423744678497314,23.543431997299194,False
fig51,kmeans||,65,65,6,1,64,exact,8,50,6,490610.3278316156,465832.03184049955,50,5.691740989685059,83.712810754776,False
fig51,kmeans||,65,65,6,1,64,exact,9,51,6,481937.1507351557,458117.578285181,48,6.4336161613464355,77.0979208946228,False
fig51,kmeans||,65,65,6,1,64,exact,10,52,6,473913.452953879,459305.5030806359,18,5.775152921676636,13.945704936981201,False
fig51,kmeans||,65,65,7,1,64,exact,0,42,7,485252.9105298121,469491.8979255583,24,8.407575130462646,23.757895946502686,False
fig51,kmeans||,65,65,7,1,64,exact,1,43,7,465077.8633514263,454861.5677841606,19,6.689624786376953,14.559216260910034,False
fig51,kmeans||,65,65,7,1,64,exact,2,44,7,477449.2814010505,457679.6841601086,20,6.384804725646973,14.799853801727295,False
fig51,kmeans||,65,65,7,1,64,exact,3,45,7,461595.3901227409,450216.72938302415,23,6.376754283905029,21.28759741783142,False
fig51,kmeans||,65,65,7,1,64,exact,4,46,7,473499.16076859646,461830.47654505447,22,7.972802400588989,17.933714866638184,False
fig51,kmeans||,65,65,7,1,64,exact,5,47,7,468395.67112818226,446784.9952032009,28,7.306686162948608,29.233214378356934,False
fig51,kmeans||,65,65,7,1,64,exact,6,48,7,469666.0747787133,460085.39263964747,13,7.777806282043457,5.6420722007751465,False
fig51,kmeans||,65,65,7,1,64,exact,7,49,7,472781.0879885535,454145.80684001115,19,7.40664005279541,15.543517827987671,False
fig51,kmeans||,65,65,7,1,64,exact,8,50,7,485682.3112167303,469410.34121786524,20,7.610455513000488,15.487372398376465,False
fig51,kmeans||,65,65,7,1,64,exact,9,51,7,472107.30265471386,453856.7479465642,20,7.6001691818237305,15.300683736801147,False
fig51,kmeans||,65,65,7,1,64,exact,10,52,7,480672.28806027246,467420.9528974763,29,7.2939629554748535,30.624236345291138,False
fig51,kmeans||,65,65,8,1,64,exact,0,42,8,464703.20164760493,452300.99727345136,21,7.348016023635864,17.41642737388611,False
fig51,kmeans||,65,65,8,1,64,exact,1,43,8,460116.4919318743,449050.59972351353,18,9.166163921356201,14.399207592010498,False
fig51,kmeans||,65,65,8,1,64,exact,2,44,8,463922.43456591887,448261.6754167157,28,9.186604022979736,29.91520643234253,False
fig51,kmeans||,65,65,8,1,64,exact,3,45,8,464734.47035145236,449060.5368370993,36,7.228610277175903,47.748748779296875,False
fig51,kmeans||,65,65,8,1,64,exact,4,46,8,470135.5359995674,452673.40352460946,29,9.060489416122437,32.07579159736633,False
fig51,kmeans||,65,65,8,1,64,exact,5,47,8,460156.54890558356,452752.1425153655,13,7.218711853027344,6.428856134414673,False
fig51,kmeans||,65,65,8,1,64,exact,6,48,8,470081.4194481619,462609.245671439,13,8.231738805770874,7.970996141433716,False
fig51,kmeans||,65,65,8,1,64,exact,7,49,8,467076.05155006534,453921.64625018946,21,8.432722806930542,18.468974113464355,False
fig51,kmeans||,65,65,8,1,64,exact,8,50,8,472766.9865328069,460389.25908722455,29,8.381622552871704,30.24812364578247,False
fig51,kmeans||,65,65,8,1,64,exact,9,51,8,470075.2922335817,456969.3818747734,21,8.110676527023315,17.47319746017456,False
fig51,kmeans||,65,65,8,1,64,exact,10,52,8,472512.0806247037,461498.6277213453,26,8.932379961013794,24.531090259552002,False
fig51,kmeans||,65,65,9,1,64,exact,0,42,9,479378.5683644877,472358.05209576536,14,8.902488708496094,10.247501134872437,False
fig51,kmeans||,65,65,9,1,64,exact,1,43,9,465157.2129521431,456770.90661686024,21,9.918618202209473,17.796141147613525,False
fig51,kmeans||,65,65,9,1,64,exact,2,44,9,473129.65501585987,462706.0496037904,13,10.34346628189087,9.790616273880005,False
fig51,kmeans||,65,65,9,1,64,exact,3,45,9,463610.86239078955,452714.4192192239,14,8.347925424575806,9.617393732070923,False
fig51,kmeans||,65,65,9,1,64,exact,4,46,9,462714.10262958484,446215.05409837095,26,10.83563232421875,26.14103412628174,False
fig51,kmeans||,65,65,9,1,64,exact,5,47,9,463020.3162789223,454059.980032691,44,10.395772218704224,66.6081976890564,False
fig51,kmeans||,65,65,9,1,64,exact,6,48,9,471819.27826201427,464438.83114692674,52,8.50881028175354,97.83193135261536,False
fig51,kmeans||,65,65,9,1,64,exact,7,49,9,458970.40308597335,445853.3434756012,19,9.178296566009521,16.61122417449951,False
fig51,kmeans||,65,65,9,1,64,exact,8,50,9,475040.53550731094,458618.83707071695,28,8.994319915771484,30.326303720474243,False
fig51,kmeans||,65,65,9,1,64,exact,9,51,9,473696.0011496061,460317.1943176295,22,9.510488748550415,19.2002170085907,False
fig51,kmeans||,65,65,9,1,64,exact,10,52,9,459222.6737783599,452252.62026777805,22,9.292199850082397,17.097843647003174,False
fig51,kmeans||,65,65,10,1,64,exact,0,42,10,468062.84388610604,457784.9118414643,21,10.651868104934692,19.594355583190918,False
fig51,kmeans||,65,65,10,1,64,exact,1,43,10,466423.6446331416,455240.7556288193,44,12.19152045249939,69.78529644012451,False
fig51,kmeans||,65,65,10,1,64,exact,2,44,10,493733.3622221731,481699.6244103086,27,11.127373695373535,26.199931383132935,False
fig51,kmeans||,65,65,10,1,64,exact,3,45,10,464126.50283346925,454611.85354377073,17,10.92269515991211,12.839856624603271,False
fig51,kmeans||,65,65,10,1,64,exact,4,46,10,456829.57035651355,444672.7378274414,37,11.929829359054565,48.42633366584778,False
fig51,kmeans||,65,65,10,1,64,exact,5,47,10,479118.11222006305,460160.40783247276,26,11.33929705619812,27.37454581260681,False
fig51,kmeans||,65,65,10,1,64,exact,6,48,10,474293.21950534,466377.84982740635,27,11.292600154876709,26.972671508789062,False
fig51,kmeans||,65,65,10,1,64,exact,7,49,10,475147.26234691555,464121.5012444866,22,11.955558061599731,19.886298656463623,False
fig51,kmeans||,65,65,10,1,64,exact,8,50,10,465808.413812775,452317.9598639758,23,11.04005217552185,21.54040217399597,False
fig51,kmeans||,65,65,10,1,64,exact,9,51,10,451635.18060458684,444399.6804728433,23,11.711090326309204,18.613191604614258,False
fig51,kmeans||,65,65,10,1,64,exact,10,52,10,460722.0182816526,451191.90928221593,44,11.771027326583862,70.66478872299194,False
fig51,kmeans||,65,130,1,2,64,exact,0,42,1,1013245.6769551246,608176.2960204136,27,2.676178455352783,25.824275016784668,False
fig51,kmeans||,65,130,1,2,64,exact,1,43,1,1840106.579423977,756576.9439360198,78,3.261815071105957,191.96451210975647,False
fig51,kmeans||,65,130,1,2,64,exact,2,44,1,954903.2338506624,575597.0614378583,41,2.255483627319336,54.251914978027344,False
fig51,kmeans||,65,130,1,2,64,exact,3,45,1,1373563.4592809859,768262.2374083173,47,3.0504956245422363,72.45031380653381,False
fig51,kmeans||,65,130,1,2,64,exact,4,46,1,1538604.0466016117,778736.365219982,68,2.4738032817840576,145.81038641929626,False
fig51,kmeans||,65,130,1,2,64,exact,5,47,1,934256.4390481429,674287.0142205103,87,2.856126546859741,235.25034999847412,False
fig51,kmeans||,65,130,1,2,64,exact,6,48,1,3156939.3115605516,1258008.8816555613,37,2.5870954990386963,47.99775528907776,False
fig51,kmeans||,65,130,1,2,64,exact,7,49,1,2200879.0494678877,936788.4873121071,44,3.2443037033081055,63.57978439331055,False
fig51,kmeans||,65,130,1,2,64,exact,8,50,1,1481757.2119399735,695852.506543057,38,2.6417126655578613,47.26664113998413,False
fig51,kmeans||,65,130,1,2,64,exact,9,51,1,1065711.6636090116,666162.7216579418,34,2.698148250579834,37.849475383758545,False
fig51,kmeans||,65,130,1,2,64,exact,10,52,1,1260980.6193541177,623992.4658230772,55,2.7010886669158936,98.12516617774963,False
fig51,kmeans||,65,130,2,2,64,exact,0,42,2,520818.35331198084,455928.2994210273,29,3.0288939476013184,29.49316644668579,False
fig51,kmeans||,65,130,2,2,64,exact,1,43,2,533887.0884990604,458699.26611600345,15,2.925818920135498,10.954106330871582,False
fig51,kmeans||,65,130,2,2,64,exact,2,44,2,501187.8736140075,445550.2129838768,33,3.168752908706665,36.84878063201904,False
fig51,kmeans||,65,130,2,2,64,exact,3,45,2,486135.24881397904,443384.38917788083,20,2.8581910133361816,18.912455558776855,False
fig51,kmeans||,65,130,2,2,64,exact,4,46,2,511579.1600204137,453327.6506019637,34,3.0194180011749268,39.55867290496826,False
fig51,kmeans||,65,130,2,2,64,exact,5,47,2,497245.1510669795,452498.5757653778,28,3.349905252456665,29.896094799041748,False
fig51,kmeans||,65,130,2,2,64,exact,6,48,2,597537.5264693468,466335.1957932837,26,3.2605345249176025,25.68267512321472,False
fig51,kmeans||,65,130,2,2,64,exact,7,49,2,508697.14199227444,444790.7163897819,20,2.8903956413269043,16.103567600250244,False
fig51,kmeans||,65,130,2,2,64,exact,8,50,2,504125.164318001,454735.5511007912,29,4.347208023071289,29.432112455368042,False
fig51,kmeans||,65,130,2,2,64,exact,9,51,2,495342.04377680086,459013.06430819206,30,3.131669044494629,31.65537714958191,False
fig51,kmeans||,65,130,2,2,64,exact,10,52,2,499964.95387146354,452733.14519594196,33,3.2253899574279785,35.50473761558533,False
fig51,kmeans||,65,130,3,2,64,exact,0,42,3,471929.01789639785,448355.95710947586,22,3.617419958114624,20.310518503189087,False
fig51,kmeans||,65,130,3,2,64,exact,1,43,3,483029.040387318,451642.9935887997,33,4.068368196487427,36.48743653297424,False
fig51,kmeans||,65,130,3,2,64,exact,2,44,3,487427.0594992018,457812.4500982225,31,3.515087604522705,33.490652084350586,False
fig51,kmeans||,65,130,3,2,64,exact,3,45,3,485508.9133126854,463326.2276023066,29,3.3473122119903564,30.245816230773926,False
fig51,kmeans||,65,130,3,2,64,exact,4,46,3,477348.7111075839,448308.82048524317,32,3.8688340187072754,38.912047386169434,False
fig51,kmeans||,65,130,3,2,64,exact,5,47,3,476806.7636050348,452840.6545194474,30,4.379669904708862,35.19751024246216,False
fig51,kmeans||,65,130,3,2,64,exact,6,48,3,481496.270363812,455369.77472475235,18,3.4488844871520996,15.987171649932861,False
fig51,kmeans||,65,130,3,2,64,exact,7,49,3,484967.3303183384,461176.7124813289,21,3.801044225692749,18.681874752044678,False
fig51,kmeans||,65,130,3,2,64,exact,8,50,3,486979.7485859464,465921.27418211865,19,5.238723516464233,14.628000259399414,False
fig51,kmeans||,65,130,3,2,64,exact,9,51,3,475744.3063865024,451616.628754286,23,3.606879472732544,20.25475287437439,False
fig51,kmeans||,65,130,3,2,64,exact,10,52,3,482519.63416315673,456232.1987777421,23,3.712163209915161,18.615015983581543,False
fig51,kmeans||,65,130,4,2,64,exact,0,42,4,469331.7356156198,457701.44959030766,24,4.43033242225647,21.52079153060913,False
fig51,kmeans||,65,130,4,2,64,exact,1,43,4,467890.59899412293,451236.51112983614,24,4.303085803985596,19.549773454666138,False
fig51,kmeans||,65,130,4,2,64,exact,2,44,4,474812.85583460133,462616.5280262946,34,4.745117664337158,40.520347118377686,False
fig51,kmeans||,65,130,4,2,64,exact,3,45,4,469142.45711977733,457894.2652230765,45,4.12639594078064,63.936960220336914,False
fig51,kmeans||,65,130,4,2,64,exact,4,46,4,472500.54036621976,459684.43316544924,15,4.428883790969849,11.007240533828735,False
fig51,kmeans||,65,130,4,2,64,exact,5,47,4,461663.7573936714,449374.89449112926,20,4.049762010574341,14.92778754234314,False
fig51,kmeans||,65,130,4,2,64,exact,6,48,4,468173.241052059,452031.0507357174,26,4.536990404129028,25.483479738235474,False
fig51,kmeans||,65,130,4,2,64,exact,7,49,4,472614.44129925495,464073.2707627064,17,4.654411792755127,12.945728540420532,False
fig51,kmeans||,65,130,4,2,64,exact,8,50,4,471313.65151433967,457603.10557302803,19,4.702249526977539,17.500547409057617,False
fig51,kmeans||,65,130,4,2,64,exact,9,51,4,466698.5876774188,458007.8402272315,19,4.347982168197632,13.886379480361938,False
fig51,kmeans||,65,130,4,2,64,exact,10,52,4,462616.24411654094,451831.44722426456,22,4.422119855880737,17.963001251220703,False
fig51,kmeans||,65,130,5,2,64,exact,0,42,5,461530.0991373645,453558.1499618799,23,6.055769205093384,18.88456439971924,False
fig51,kmeans||,65,130,5,2,64,exact,1,43,5,470120.01471912186,460189.78951381036,30,5.881835222244263,29.167762279510498,False
fig51,kmeans||,65,130,5,2,64,exact,2,44,5,480102.8200850539,463203.56802759675,18,5.146278142929077,12.297049760818481,False
fig51,kmeans||,65,130,5,2,64,exact,3,45,5,468095.8158137183,456639.4868780976,41,7.181653738021851,60.3155198097229,False
fig51,kmeans||,65,130,5,2,64,exact,4,46,5,458071.65856000315,451533.35067751433,26,5.774813413619995,25.820438146591187,False
fig51,kmeans||,65,130,5,2,64,exact,5,47,5,499366.8608094642,478400.55334002606,31,5.39316463470459,31.01792311668396,False
fig51,kmeans||,65,130,5,2,64,exact,6,48,5,491018.2382092686,469472.5835671228,29,6.2556047439575195,30.664682626724243,False
fig51,kmeans||,65,130,5,2,64,exact,7,49,5,471417.4679999867,456525.78347871016,24,5.159470558166504,23.29329824447632,False
fig51,kmeans||,65,130,5,2,64,exact,8,50,5,482884.257903656,465957.3438342699,27,5.711980581283569,27.57116460800171,False
fig51,kmeans||,65,130,5,2,64,exact,9,51,5,467142.9923318556,458155.0263773604,19,5.549633026123047,14.930140733718872,False
fig51,kmeans||,65,130,5,2,64,exact,10,52,5,451350.8426144533,443702.73410443665,22,6.648786783218384,16.616382122039795,False
fig51,kmeans||,65,130,6,2,64,exact,0,42,6,462386.42984593275,451531.94881759083,16,7.7530858516693115,10.174331426620483,False
fig51,kmeans||,65,130,6,2,64,exact,1,43,6,463596.5624605774,457623.56343288993,26,6.34212851524353,24.412772178649902,False
fig51,kmeans||,65,130,6,2,64,exact,2,44,6,461502.4244225706,454250.2977757748,22,6.174988269805908,19.216047048568726,False
fig51,kmeans||,65,130,6,2,64,exact,3,45,6,445948.6197548558,438483.6281902761,20,6.71688437461853,13.765176773071289,False
fig51,kmeans||,65,130,6,2,64,exact,4,46,6,459744.61085876514,449991.21001690207,18,8.306214332580566,14.295648574829102,False
fig51,kmeans||,65,130,6,2,64,exact,5,47,6,481545.7473199712,468001.2175426957,16,6.625199556350708,11.53638219833374,False
fig51,kmeans||,65,130,6,2,64,exact,6,48,6,460275.53431770153,448994.4065823844,52,7.944556474685669,94.30819582939148,False
fig51,kmeans||,65,130,6,2,64,exact,7,49,6,457596.93749420525,452147.5135870903,17,7.515862464904785,11.071902751922607,False
fig51,kmeans||,65,130,6,2,64,exact,8,50,6,464568.62940299464,458084.908646338,48,6.060798406600952,79.04487013816833,False
