artifact,method,R,n,d,k,l,r,l_over_k,sampling,run,seed,r_effective,cost_seed,cost_final,n_lloyd_iters,time_seed,time_fit,failed
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,6,48,7.0,166233.77307095265,165221.77416142507,16.0,0.3720858097076416,0.3297910690307617,False
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,7,49,7.0,168464.89194785187,167565.42596227812,14.0,0.3610539436340332,0.5700466632843018,False
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,8,50,7.0,158691.68870916677,157849.58370523725,5.0,0.3360581398010254,0.10320115089416504,False
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,9,51,7.0,150147.9815961127,149301.87982926192,2.0,0.4538125991821289,0.20022201538085938,False
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,10,52,7.0,156067.6177670015,155128.9949197522,14.0,0.24559640884399414,0.48943018913269043,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,0,42,8.0,170106.19041014015,169416.07825085756,7.0,0.45083022117614746,0.16395854949951172,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,1,43,8.0,170546.2136767021,169827.12258470262,9.0,0.535980224609375,0.4988429546356201,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,2,44,8.0,166986.2838383123,166286.80122738268,10.0,0.3291938304901123,0.1330099105834961,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,3,45,8.0,171052.6488745276,170329.9307880575,14.0,0.4556145668029785,1.1217031478881836,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,4,46,8.0,160474.98811254356,159694.91603155513,16.0,0.3760848045349121,1.0593225955963135,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,5,47,8.0,155853.3892844249,155160.21627242104,10.0,0.3352339267730713,0.2178804874420166,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,6,48,8.0,181592.22210170954,180825.43719856202,14.0,0.27028822898864746,0.21327638626098633,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,7,49,8.0,155826.84263959984,155153.76070295996,4.0,0.39159131050109863,0.16548490524291992,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,8,50,8.0,164714.66770440977,163983.46605198891,12.0,0.4082028865814209,0.9351048469543457,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,9,51,8.0,155862.02213086298,155120.9376805824,18.0,0.3818502426147461,0.4237515926361084,False
fig52,kmeans||,10,10000,15,50,500.0,8.0,10.0,bernoulli,10,52,8.0,169200.58640159987,168435.4622362172,16.0,0.3812291622161865,1.4098191261291504,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,0,42,9.0,180392.66985351974,179623.05491938026,14.0,0.45586323738098145,0.43846893310546875,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,1,43,9.0,163019.7806504104,162442.286419983,11.0,0.4062073230743408,0.35202789306640625,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,2,44,9.0,177114.1053213023,176517.09919030045,9.0,0.3321981430053711,0.1344776153564453,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,3,45,9.0,161552.51152540592,161013.2641522546,6.0,0.4320790767669678,0.33136963844299316,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,4,46,9.0,157222.99497343437,156657.27170771649,9.0,0.4522392749786377,0.5552828311920166,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,5,47,9.0,169307.70804559486,168645.65440435385,17.0,0.36455750465393066,0.964792013168335,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,6,48,9.0,155746.71055261925,155127.5265905497,6.0,0.372802734375,0.7140090465545654,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,7,49,9.0,180048.785459432,179453.48268899458,14.0,0.4806344509124756,0.22014689445495605,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,8,50,9.0,159580.94742907732,159010.83869282514,11.0,0.4497404098510742,0.552584171295166,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,9,51,9.0,179719.39026730237,179136.84579362124,7.0,0.40379834175109863,0.13108539581298828,False
fig52,kmeans||,10,10000,15,50,500.0,9.0,10.0,bernoulli,10,52,9.0,158248.71137665515,157679.14149232546,8.0,0.3288421630859375,0.42534875869750977,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,0,42,10.0,165388.20870676427,164864.62579810602,10.0,0.4738743305206299,0.1380608081817627,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,1,43,10.0,161601.0819070064,161104.37963086716,16.0,0.47214818000793457,0.6490731239318848,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,2,44,10.0,165696.14567687883,165241.53992758057,9.0,0.3868978023529053,0.5255744457244873,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,3,45,10.0,163988.79947880402,163535.01489668072,7.0,0.4814877510070801,0.20960378646850586,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,4,46,10.0,166080.59186806195,165558.03989288284,6.0,0.48486757278442383,0.5186030864715576,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,5,47,10.0,166399.21757169388,165927.2785151137,10.0,0.44184064865112305,0.46520018577575684,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,6,48,10.0,149785.8362004338,149301.87982926192,2.0,0.40781450271606445,0.03955817222595215,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,7,49,10.0,170696.073880611,170166.92182758928,18.0,0.4831070899963379,0.29387855529785156,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,8,50,10.0,155619.7654484942,155138.93046036514,9.0,0.43492960929870605,0.1559290885925293,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,9,51,10.0,175037.7483872824,169429.11145559768,14.0,0.4697234630584717,0.6867306232452393,False
fig52,kmeans||,10,10000,15,50,500.0,10.0,10.0,bernoulli,10,52,10.0,158325.55592941106,157887.91497636546,10.0,0.5240645408630371,0.1333606243133545,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,0,42,11.0,164089.7242729478,163725.9219350338,7.0,0.43773746490478516,0.11327791213989258,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,1,43,11.0,175129.31711271254,174662.64099346168,9.0,0.35442423820495605,0.2853384017944336,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,2,44,11.0,167061.37789553875,166602.75249623664,11.0,0.5411171913146973,0.15258073806762695,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,3,45,11.0,160082.03830467566,159709.8375856492,5.0,0.5023620128631592,0.41100549697875977,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,4,46,11.0,160548.6847157294,160135.17280798976,8.0,0.40041685104370117,0.49736690521240234,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,5,47,11.0,173322.8423692191,172944.99403583643,7.0,0.5561411380767822,0.13450098037719727,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,6,48,11.0,155522.25099773047,155141.56696727872,6.0,0.4789402484893799,0.38549089431762695,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,7,49,11.0,165620.6323721522,165208.64528278855,9.0,0.508044958114624,0.22184538841247559,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,8,50,11.0,155536.68940115246,155145.08589025796,8.0,0.5091683864593506,0.438122034072876,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,9,51,11.0,155496.4107110892,155146.4960183306,5.0,0.5657563209533691,0.3575131893157959,False
fig52,kmeans||,10,10000,15,50,500.0,11.0,10.0,bernoulli,10,52,11.0,165393.1555788489,165017.42065257602,8.0,0.47980713844299316,0.19456267356872559,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,0,42,12.0,169764.5360071562,169350.66516466666,19.0,0.5408689975738525,1.1373531818389893,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,1,43,12.0,163880.4468080641,163509.02033169405,21.0,0.519906759262085,0.594623327255249,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,2,44,12.0,179771.50065849008,179392.08067891165,13.0,0.4020881652832031,0.3989224433898926,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,3,45,12.0,162309.02662053733,161985.81564598452,9.0,0.5721564292907715,0.3984947204589844,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,4,46,12.0,155479.95434990898,155156.5358570124,3.0,0.4918477535247803,0.17841005325317383,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,5,47,12.0,164358.24204197928,164040.0355745026,6.0,0.5768766403198242,0.09100675582885742,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,6,48,12.0,163839.89032889414,163513.84482968893,12.0,0.39899492263793945,0.32647109031677246,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,7,49,12.0,158035.66220964107,157694.65902417788,9.0,0.3845205307006836,0.47037482261657715,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,8,50,12.0,168591.50785382855,168275.27398277086,5.0,0.5122013092041016,0.20439362525939941,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,9,51,12.0,155412.6400706646,155125.44110960208,4.0,0.4159982204437256,0.13524484634399414,False
fig52,kmeans||,10,10000,15,50,500.0,12.0,10.0,bernoulli,10,52,12.0,156934.7237576755,156651.97334659603,3.0,0.6401772499084473,0.20610761642456055,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,0,42,13.0,155420.81901959056,155143.87393830737,10.0,0.5074615478515625,0.547694206237793,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,1,43,13.0,149534.50706273608,149301.87982926192,2.0,0.7175004482269287,0.22927522659301758,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,2,44,13.0,174127.42391668435,173842.68423041588,12.0,0.6627016067504883,0.7448098659515381,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,3,45,13.0,170175.0243823193,169908.11615840255,10.0,0.47101330757141113,0.4320712089538574,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,4,46,13.0,169132.6627480608,168854.9381978278,13.0,0.46892380714416504,0.7606320381164551,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,5,47,13.0,158090.70324973372,157854.35628927284,14.0,0.564507007598877,0.5351285934448242,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,6,48,13.0,157916.8151164877,157671.8227343741,10.0,0.5791153907775879,0.13465189933776855,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,7,49,13.0,174913.5785009433,174599.3943274719,14.0,0.573697566986084,0.36503171920776367,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,8,50,13.0,155382.02429619606,155121.24280712797,10.0,0.6807548999786377,0.5974891185760498,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,9,51,13.0,157912.6388092515,157691.86963412547,8.0,0.5360655784606934,0.1406874656677246,False
fig52,kmeans||,10,10000,15,50,500.0,13.0,10.0,bernoulli,10,52,13.0,162691.94945578312,162449.48915969435,6.0,0.48531532287597656,0.11449408531188965,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,0,42,14.0,155364.9727582453,155170.8673812913,4.0,0.5925250053405762,0.060163259506225586,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,1,43,14.0,155338.34694457133,155151.1709743571,7.0,0.5889244079589844,0.34555530548095703,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,2,44,14.0,158072.13379382034,157883.87787625263,3.0,0.6154532432556152,0.310230016708374,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,3,45,14.0,163923.68741422883,163701.87787659405,14.0,0.5417659282684326,0.38155055046081543,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,4,46,14.0,158401.5443886643,158184.17589716477,5.0,0.6953744888305664,0.2862825393676758,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,5,47,14.0,165480.23844433582,165260.19468528076,10.0,0.45661044120788574,0.44492626190185547,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,6,48,14.0,158405.34255654644,158200.29142347325,4.0,0.5223946571350098,0.25218701362609863,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,7,49,14.0,155305.0997707274,155103.18436734722,3.0,0.5613763332366943,0.26499128341674805,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,8,50,14.0,155352.3023539531,155148.47604392888,6.0,0.6806004047393799,0.37843823432922363,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,9,51,14.0,162023.78555333067,161831.51356955981,8.0,0.5746748447418213,0.15893983840942383,False
fig52,kmeans||,10,10000,15,50,500.0,14.0,10.0,bernoulli,10,52,14.0,171267.01472307753,171074.34294071243,9.0,0.4657115936279297,0.45795726776123047,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,0,42,15.0,167891.23291362467,167728.79713617102,7.0,0.6329734325408936,0.5092654228210449,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,1,43,15.0,158000.9532767877,157855.590546481,8.0,0.716843843460083,0.48142075538635254,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,2,44,15.0,166083.24296356353,165931.12788105887,3.0,0.6313145160675049,0.35507941246032715,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,3,45,15.0,161753.44667243847,161601.27973013083,9.0,0.5025222301483154,0.26666831970214844,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,4,46,15.0,170030.32455418102,169829.78632886364,5.0,0.5169548988342285,0.3054487705230713,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,5,47,15.0,165336.94313252656,165207.55107151397,4.0,0.7175955772399902,0.06629538536071777,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,6,48,15.0,172706.67971338145,172538.89067791845,5.0,0.4760146141052246,0.07116150856018066,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,7,49,15.0,156773.3401097262,156608.31745308885,3.0,0.6587672233581543,0.25989508628845215,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,8,50,15.0,166620.1489,166432.23905819203,10.0,0.6907241344451904,0.6520061492919922,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,9,51,15.0,177318.23969735127,177155.78783178725,12.0,0.7426645755767822,0.7802238464355469,False
fig52,kmeans||,10,10000,15,50,500.0,15.0,10.0,bernoulli,10,52,15.0,165422.55784862203,165264.2285186191,7.0,0.6420083045959473,0.22997593879699707,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,0,42,,,148933.75981797773,2.0,,,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,1,43,,,148933.75981797755,2.0,,,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,2,44,,,229280.67944719485,5.0,,,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,3,45,,,148933.75981797755,2.0,,,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,4,46,,,148933.75981797755,2.0,,,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,5,47,,,148933.75981797787,2.0,,,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,6,48,,,148933.75981797755,2.0,,,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,7,49,,,148933.75981797796,2.0,,,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,8,50,,,229632.25804910617,7.0,,,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,9,51,,,148933.75981797755,2.0,,,False
fig52,k-means++,100,10000,15,50,,,,bernoulli,10,52,,,148933.75981797796,2.0,,,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,0,42,0.0,6222079.361164933,1998876.4711573739,25.0,0.02142643928527832,0.7518055438995361,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,1,43,0.0,4791064.884761715,1526986.021598239,16.0,0.02052140235900879,0.40668177604675293,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,2,44,0.0,6752653.629027529,2797911.6301866993,23.0,0.025510549545288086,1.2529058456420898,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,3,45,0.0,5832984.106162388,1598843.210798152,20.0,0.021250009536743164,1.0133635997772217,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,4,46,0.0,5475746.534677536,1919621.5105661177,18.0,0.02123546600341797,0.4194939136505127,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,5,47,0.0,4540253.607415702,1862576.570419285,15.0,0.020534992218017578,0.5703015327453613,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,6,48,0.0,4590878.98937001,1630086.6227761328,25.0,0.02010059356689453,1.1634817123413086,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,7,49,0.0,6811139.603121443,3149797.162259674,21.0,0.01972222328186035,0.5580546855926514,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,8,50,0.0,5182115.87274486,2411220.4944892926,16.0,0.0193479061126709,0.9165821075439453,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,9,51,0.0,5149471.061303224,2506777.076617242,23.0,0.021201372146606445,1.0253269672393799,False
fig52,kmeans||,100,10000,15,50,5.0,0.0,0.1,bernoulli,10,52,0.0,4616171.316308965,1439234.9904643544,17.0,0.01955866813659668,0.5470547676086426,False
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,0,42,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,1,43,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,2,44,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,3,45,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,4,46,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,5,47,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,6,48,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,7,49,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,8,50,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,9,51,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,1.0,0.1,bernoulli,10,52,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,0,42,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,1,43,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,2,44,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,3,45,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,4,46,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,5,47,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,6,48,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,7,49,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,8,50,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,9,51,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,2.0,0.1,bernoulli,10,52,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,0,42,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,1,43,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,2,44,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,3,45,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,4,46,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,5,47,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,6,48,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,7,49,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,8,50,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,9,51,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,3.0,0.1,bernoulli,10,52,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,0,42,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,1,43,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,2,44,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,3,45,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,4,46,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,5,47,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,6,48,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,7,49,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,8,50,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,9,51,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,4.0,0.1,bernoulli,10,52,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,5.0,0.1,bernoulli,0,42,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,5.0,0.1,bernoulli,1,43,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,5.0,0.1,bernoulli,2,44,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,5.0,0.1,bernoulli,3,45,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,5.0,0.1,bernoulli,4,46,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,5.0,0.1,bernoulli,5,47,,,,,,,True
fig52,kmeans||,100,10000,15,50,5.0,5.0,0.1,bernoulli,6,48,,,,,,,True
