artifact,method,R,n,d,k,l,r,l_over_k,sampling,run,seed,r_effective,cost_seed,cost_final,n_lloyd_iters,time_seed,time_fit,failed
fig52,kmeans||,10,10000,15,50,100.0,8.0,2.0,bernoulli,7,49,8.0,173764.54261925214,166392.88851802112,19.0,0.13924646377563477,0.9660301208496094,False
fig52,kmeans||,10,10000,15,50,100.0,8.0,2.0,bernoulli,8,50,8.0,167776.3860378307,160134.0141884,6.0,0.16343140602111816,0.12633776664733887,False
fig52,kmeans||,10,10000,15,50,100.0,8.0,2.0,bernoulli,9,51,8.0,175098.07419072292,167999.1168927283,8.0,0.2475264072418213,0.5927829742431641,False
fig52,kmeans||,10,10000,15,50,100.0,8.0,2.0,bernoulli,10,52,8.0,161105.80128718368,155138.3514840008,9.0,0.33387160301208496,0.5393812656402588,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,0,42,9.0,173083.5176442833,166302.53265084914,15.0,0.2545483112335205,0.4692380428314209,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,1,43,9.0,167439.86542189366,155112.9586485801,8.0,0.16970157623291016,0.10346412658691406,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,2,44,9.0,176374.3730042525,170394.83979322368,9.0,0.16369938850402832,0.481311559677124,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,3,45,9.0,168492.66432954857,162461.35235167423,16.0,0.16239452362060547,0.4298112392425537,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,4,46,9.0,155563.65976725778,149301.87982926192,2.0,0.2655935287475586,0.07398796081542969,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,5,47,9.0,171301.2113185396,165247.82274160796,19.0,0.25119686126708984,0.8351564407348633,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,6,48,9.0,176566.79998031873,170236.1446297776,12.0,0.2523980140686035,0.6301877498626709,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,7,49,9.0,175206.28825698502,169043.85052068013,10.0,0.24906158447265625,0.33643078804016113,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,8,50,9.0,164013.94733284437,157672.63977033453,14.0,0.2672610282897949,0.44810056686401367,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,9,51,9.0,174550.43029319518,163672.3432650144,12.0,0.1643226146697998,0.25687122344970703,False
fig52,kmeans||,10,10000,15,50,100.0,9.0,2.0,bernoulli,10,52,9.0,169171.60850909134,163755.48043992103,12.0,0.17066717147827148,0.5815873146057129,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,0,42,10.0,154842.26807258744,149301.87982926192,2.0,0.2793388366699219,0.10928630828857422,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,1,43,10.0,164658.2167546237,159468.29082947722,5.0,0.168121337890625,0.06981968879699707,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,2,44,10.0,170617.3167440237,165518.9175606931,10.0,0.17174577713012695,0.33595991134643555,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,3,45,10.0,168896.3145141067,163640.7454815601,18.0,0.27921032905578613,1.4601433277130127,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,4,46,10.0,165058.5784898533,159692.70299914773,10.0,0.18242263793945312,0.6519973278045654,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,5,47,10.0,173978.911528754,168287.00266638145,13.0,0.16399168968200684,0.26377129554748535,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,6,48,10.0,169174.19580457997,163744.44650268139,21.0,0.19603824615478516,0.8755619525909424,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,7,49,10.0,171976.4593569633,166558.5184997083,10.0,0.28513407707214355,0.8794896602630615,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,8,50,10.0,169012.08404717175,163543.17082251076,14.0,0.18068552017211914,0.29920434951782227,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,9,51,10.0,171563.62570928113,166263.30707386418,8.0,0.30313563346862793,0.1257152557373047,False
fig52,kmeans||,10,10000,15,50,100.0,10.0,2.0,bernoulli,10,52,10.0,181199.1636645584,176652.48789087933,14.0,0.17744970321655273,1.0092277526855469,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,0,42,11.0,154140.03539863447,149301.87982926192,2.0,0.31951427459716797,0.2239091396331787,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,1,43,11.0,159868.9428013061,155137.65249680722,18.0,0.1802058219909668,0.4214966297149658,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,2,44,11.0,168119.7871889522,163530.63018728333,13.0,0.29906654357910156,0.7680671215057373,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,3,45,11.0,161150.14048513112,156632.82254719996,9.0,0.3316061496734619,0.4954819679260254,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,4,46,11.0,159845.50038306724,155124.49199819585,16.0,0.2435462474822998,0.9479563236236572,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,5,47,11.0,173281.5427338098,168333.1280887252,10.0,0.204758882522583,0.2402782440185547,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,6,48,11.0,172616.384131588,168142.21493096644,13.0,0.19730329513549805,0.7886948585510254,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,7,49,11.0,163127.7820876255,158316.3369834339,17.0,0.29938435554504395,0.5521278381347656,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,8,50,11.0,159783.87312545083,155106.56820099434,10.0,0.28563809394836426,0.6960141658782959,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,9,51,11.0,174419.99222277798,169561.81209752065,21.0,0.19287824630737305,1.5838525295257568,False
fig52,kmeans||,10,10000,15,50,100.0,11.0,2.0,bernoulli,10,52,11.0,169073.4480064133,165204.97792159772,20.0,0.21420001983642578,0.44133520126342773,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,0,42,12.0,165118.9693220951,160773.84944689443,2.0,0.29974937438964844,0.22863006591796875,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,1,43,12.0,161758.68409520318,157652.74692764852,11.0,0.1929328441619873,0.22353029251098633,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,2,44,12.0,166515.43617521136,162355.27581557378,10.0,0.3450148105621338,0.8803749084472656,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,3,45,12.0,166830.64364995377,157704.0959307194,11.0,0.31912827491760254,0.4082911014556885,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,4,46,12.0,163577.83095480272,159392.65807976155,15.0,0.2235245704650879,0.8125057220458984,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,5,47,12.0,167020.61909951037,162475.7509783373,10.0,0.23340272903442383,0.35325074195861816,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,6,48,12.0,176461.49233605206,172632.0005535967,16.0,0.32163476943969727,0.5259053707122803,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,7,49,12.0,159395.72293215772,155137.78190929344,8.0,0.2135164737701416,0.18913030624389648,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,8,50,12.0,160650.843065216,156620.62922156823,11.0,0.20279788970947266,0.8331649303436279,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,9,51,12.0,159324.96441359742,155142.32400207964,10.0,0.20102405548095703,0.18608403205871582,False
fig52,kmeans||,10,10000,15,50,100.0,12.0,2.0,bernoulli,10,52,12.0,181969.33224307635,178307.84553087244,17.0,0.23979425430297852,0.8363547325134277,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,0,42,13.0,164075.9212377345,160131.22461351496,8.0,0.22535181045532227,0.4258301258087158,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,1,43,13.0,153028.5531724714,149301.87982926192,2.0,0.3198704719543457,0.12485098838806152,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,2,44,13.0,153015.04581400097,149301.87982926192,2.0,0.3719148635864258,0.10750508308410645,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,3,45,13.0,161974.94690602116,158339.29465060306,16.0,0.24802637100219727,0.8030452728271484,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,4,46,13.0,153138.4425794299,149301.87982926192,2.0,0.21396422386169434,0.03596925735473633,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,5,47,13.0,159229.02621847874,155099.8207163285,20.0,0.22193145751953125,1.2978358268737793,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,6,48,13.0,158907.5939001735,155150.84050330392,11.0,0.22562289237976074,0.24935483932495117,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,7,49,13.0,158843.65690140222,155137.4151644891,7.0,0.238142728805542,0.09226083755493164,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,8,50,13.0,158860.67131852085,155117.9559629421,20.0,0.21827912330627441,0.4473893642425537,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,9,51,13.0,152976.00334814,149301.87982926192,2.0,0.366971492767334,0.08793044090270996,False
fig52,kmeans||,10,10000,15,50,100.0,13.0,2.0,bernoulli,10,52,13.0,158296.8542786424,155126.9108360826,7.0,0.24839210510253906,0.22450637817382812,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,0,42,14.0,160043.35951650536,156612.40424936128,9.0,0.24172425270080566,0.11694931983947754,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,1,43,14.0,174959.33136704206,171424.96119854494,14.0,0.26197361946105957,1.3452255725860596,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,2,44,14.0,158512.2684856231,155129.81222531322,16.0,0.38642239570617676,0.6848704814910889,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,3,45,14.0,188497.5516586203,185083.78248119785,18.0,0.25989270210266113,1.5480828285217285,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,4,46,14.0,167190.9648076477,163722.10831813343,12.0,0.3708956241607666,0.8078291416168213,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,5,47,14.0,163712.53528028165,160112.55223880862,6.0,0.21918296813964844,0.2470872402191162,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,6,48,14.0,170450.80746027734,167204.5420637033,11.0,0.3299262523651123,0.719407320022583,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,7,49,14.0,167874.9937298901,162465.12601914228,15.0,0.33994412422180176,0.19964981079101562,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,8,50,14.0,173714.9793867617,170306.57012560946,14.0,0.24187755584716797,0.841111421585083,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,9,51,14.0,174456.25708169967,171095.76907907115,8.0,0.35947489738464355,0.14298009872436523,False
fig52,kmeans||,10,10000,15,50,100.0,14.0,2.0,bernoulli,10,52,14.0,164869.82923082405,161954.1452519705,7.0,0.32555532455444336,0.2719888687133789,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,0,42,15.0,158271.99312131526,155124.06543242367,16.0,0.25374865531921387,0.2452249526977539,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,1,43,15.0,160998.48541688448,157891.08912243624,12.0,0.28954362869262695,0.7766942977905273,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,2,44,15.0,152334.25607641693,149301.87982926192,2.0,0.25213074684143066,0.036446571350097656,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,3,45,15.0,183315.3095835366,180201.53603122509,15.0,0.41768360137939453,0.38065600395202637,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,4,46,15.0,160812.72247368385,157674.0995993211,12.0,0.27768635749816895,0.37309980392456055,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,5,47,15.0,164894.9478625029,161473.14024873642,7.0,0.2847123146057129,0.12947630882263184,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,6,48,15.0,163457.73792013235,160382.55212054556,12.0,0.26357507705688477,0.20778775215148926,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,7,49,15.0,164328.36958283745,161033.65100833448,9.0,0.2740201950073242,0.3633410930633545,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,8,50,15.0,158128.5351543288,155161.78864991755,6.0,0.4033069610595703,0.5683422088623047,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,9,51,15.0,152386.72769324406,149301.87982926192,2.0,0.40706920623779297,0.18915653228759766,False
fig52,kmeans||,10,10000,15,50,100.0,15.0,2.0,bernoulli,10,52,15.0,157783.17280126055,155133.92146725763,11.0,0.4075279235839844,0.18326067924499512,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,0,42,0.0,661467.0876447323,221481.1271398189,19.0,0.019983768463134766,1.1673619747161865,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,1,43,0.0,634207.6568229028,264850.0890148214,22.0,0.0218045711517334,0.4925525188446045,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,2,44,0.0,710435.2838245393,268408.8093454819,18.0,0.021159887313842773,1.1880207061767578,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,3,45,0.0,707762.6576896175,237996.213528864,20.0,0.01999354362487793,0.9059059619903564,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,4,46,0.0,686472.5742089733,238337.04505730706,21.0,0.020804882049560547,0.9554052352905273,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,5,47,0.0,694439.6348732258,292320.6758109427,21.0,0.020219802856445312,0.7489831447601318,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,6,48,0.0,693069.962063112,280545.75140966993,13.0,0.019957542419433594,0.3203310966491699,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,7,49,0.0,644648.3333171861,270232.2519455081,15.0,0.024029254913330078,0.7276875972747803,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,8,50,0.0,706470.1271886883,275070.94446740753,24.0,0.021498441696166992,1.2058727741241455,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,9,51,0.0,654755.4484379527,283171.59786243143,16.0,0.021651744842529297,0.5661075115203857,False
fig52,kmeans||,10,10000,15,50,500.0,0.0,10.0,bernoulli,10,52,0.0,724966.9302947266,208942.61730337312,20.0,0.021436452865600586,0.5146281719207764,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,0,42,1.0,168646.26145291116,149301.87982926192,2.0,0.11596393585205078,0.10336923599243164,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,1,43,1.0,182159.0232180934,165269.36627689077,13.0,0.14735865592956543,0.40672850608825684,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,2,44,1.0,184535.60001682735,163471.0786737733,21.0,0.12326812744140625,1.4151887893676758,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,3,45,1.0,172799.1649580099,157873.65456890126,10.0,0.10038256645202637,0.2930774688720703,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,4,46,1.0,178664.27864241638,160215.66119907657,18.0,0.13167977333068848,0.5246284008026123,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,5,47,1.0,183955.76638250944,163734.44802502438,15.0,0.16770505905151367,0.5638129711151123,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,6,48,1.0,166494.31168563128,149301.87982926192,2.0,0.11939048767089844,0.1212613582611084,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,7,49,1.0,175049.43036616486,158326.57139276824,16.0,0.17443275451660156,0.9319961071014404,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,8,50,1.0,184409.52815222897,165173.2725289991,15.0,0.12294292449951172,0.5396950244903564,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,9,51,1.0,171684.0081841826,155165.6072297792,8.0,0.13694047927856445,0.5062849521636963,False
fig52,kmeans||,10,10000,15,50,500.0,1.0,10.0,bernoulli,10,52,1.0,180636.33076937817,166417.903839183,35.0,0.12770318984985352,1.251746654510498,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,0,42,2.0,160990.48139865397,155158.76776772755,16.0,0.19504237174987793,0.29950928688049316,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,1,43,2.0,169533.5638303408,163725.5659789447,11.0,0.12515759468078613,0.4021461009979248,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,2,44,2.0,174890.73152870248,169537.4639738097,12.0,0.23561644554138184,0.6071286201477051,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,3,45,2.0,166509.45136437227,161042.79429748422,18.0,0.1043846607208252,0.8161242008209229,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,4,46,2.0,161784.74913611158,156642.64095890673,10.0,0.08964729309082031,0.9555132389068604,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,5,47,2.0,160192.97324162896,155139.58325559876,17.0,0.18994903564453125,0.7488501071929932,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,6,48,2.0,163456.2861007932,157656.8137759182,8.0,0.21134710311889648,0.5879333019256592,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,7,49,2.0,164955.50954914175,160151.4094009065,4.0,0.16005897521972656,0.10314321517944336,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,8,50,2.0,164452.03002386368,159021.01125276045,18.0,0.08844351768493652,1.2839093208312988,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,9,51,2.0,167237.72607253224,162018.42957043488,16.0,0.1444568634033203,0.6679096221923828,False
fig52,kmeans||,10,10000,15,50,500.0,2.0,10.0,bernoulli,10,52,2.0,161891.59374586472,156621.1141458209,15.0,0.1997368335723877,0.7664566040039062,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,0,42,3.0,182105.57231073434,178428.46876353165,12.0,0.15813565254211426,0.5055272579193115,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,1,43,3.0,163879.29845457058,161022.70284056978,7.0,0.2507634162902832,0.10162615776062012,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,2,44,3.0,162471.6497459984,159419.73924539128,10.0,0.1403059959411621,0.16106224060058594,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,3,45,3.0,164434.9813184541,161519.24809201853,12.0,0.13107657432556152,0.3014395236968994,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,4,46,3.0,158094.01160188334,155127.6490871957,14.0,0.25720810890197754,0.3929455280303955,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,5,47,3.0,162281.20964110878,159391.67970778205,23.0,0.27892541885375977,0.7756776809692383,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,6,48,3.0,159703.62173388212,156597.89287691738,9.0,0.21468067169189453,0.1924424171447754,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,7,49,3.0,161327.27129340926,158314.9784289265,7.0,0.13579320907592773,0.23444294929504395,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,8,50,3.0,158219.55743985128,155148.36720403348,7.0,0.2651553153991699,0.10656476020812988,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,9,51,3.0,167244.63036137293,164453.02077526145,11.0,0.12041139602661133,0.6041984558105469,False
fig52,kmeans||,10,10000,15,50,500.0,3.0,10.0,bernoulli,10,52,3.0,171797.5982702612,169013.38183057477,7.0,0.12322998046875,0.09121417999267578,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,0,42,4.0,171595.7935096441,163736.51576976644,11.0,0.25528526306152344,0.7280511856079102,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,1,43,4.0,167257.44299938905,165292.95245828058,17.0,0.27935147285461426,0.9727137088775635,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,2,44,4.0,161565.5292490776,159432.81977540161,16.0,0.24901485443115234,0.807326078414917,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,3,45,4.0,165720.10036330193,163683.5855253773,24.0,0.29068589210510254,0.7274811267852783,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,4,46,4.0,170854.89548645995,168622.23834266927,9.0,0.19167661666870117,0.5492243766784668,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,5,47,4.0,156999.30703633718,155119.65564730935,10.0,0.17207789421081543,0.4004702568054199,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,6,48,4.0,173179.66329477285,170947.6158529059,13.0,0.27230095863342285,0.4871506690979004,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,7,49,4.0,180751.06839282846,178638.40558280447,12.0,0.18086981773376465,0.2776610851287842,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,8,50,4.0,170614.13050261495,168496.46999543748,10.0,0.2693779468536377,0.6521434783935547,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,9,51,4.0,159616.07448064198,157692.4607832596,7.0,0.26050353050231934,0.3332679271697998,False
fig52,kmeans||,10,10000,15,50,500.0,4.0,10.0,bernoulli,10,52,4.0,157105.55005959465,155129.5757475832,10.0,0.36423468589782715,0.2423572540283203,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,0,42,5.0,163194.0923567369,161464.16089634626,23.0,0.29550671577453613,0.4323868751525879,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,1,43,5.0,157989.6594368395,156638.752955646,11.0,0.30261826515197754,0.29954075813293457,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,2,44,5.0,165159.1719169995,163723.48908035722,14.0,0.21477675437927246,0.6151015758514404,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,3,45,5.0,165089.3788790846,163551.9269731101,22.0,0.29167962074279785,1.114410400390625,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,4,46,5.0,156794.48059462645,155135.95366792174,19.0,0.2940094470977783,0.25081515312194824,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,5,47,5.0,159151.82751652587,157689.27878714248,10.0,0.17661166191101074,0.16687631607055664,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,6,48,5.0,150923.7881139083,149301.87982926192,2.0,0.2163381576538086,0.14931106567382812,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,7,49,5.0,158092.41238821557,156601.19401923512,11.0,0.1886589527130127,0.38231587409973145,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,8,50,5.0,150645.75958252285,149301.87982926192,2.0,0.18883776664733887,0.0785207748413086,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,9,51,5.0,166728.03566127707,165254.61641481754,9.0,0.21248984336853027,0.7278072834014893,False
fig52,kmeans||,10,10000,15,50,500.0,5.0,10.0,bernoulli,10,52,5.0,156697.36550351692,155162.1372710337,15.0,0.2498643398284912,0.46891164779663086,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,0,42,6.0,174358.4953996345,172655.7538140298,18.0,0.4328572750091553,1.2598066329956055,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,1,43,6.0,169251.86091938632,168087.72986654608,6.0,0.38042211532592773,0.1693744659423828,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,2,44,6.0,156185.63803165895,155131.31407486272,7.0,0.3480079174041748,0.43126511573791504,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,3,45,6.0,156171.38063698245,155117.91457827057,7.0,0.39632558822631836,0.17902302742004395,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,4,46,6.0,160267.59571738253,159028.38619415875,14.0,0.35153770446777344,0.9639472961425781,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,5,47,6.0,166052.14639006046,164875.06267085287,7.0,0.30921006202697754,0.4174466133117676,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,6,48,6.0,167413.95402404052,166071.37298864804,17.0,0.322498083114624,0.30798816680908203,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,7,49,6.0,156259.3631892675,155137.15278479658,10.0,0.37436890602111816,0.25078272819519043,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,8,50,6.0,156256.15564493765,155129.61356236815,11.0,0.22487306594848633,0.97798752784729,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,9,51,6.0,156246.5186493343,155150.35001053472,16.0,0.3733341693878174,1.225285291671753,False
fig52,kmeans||,10,10000,15,50,500.0,6.0,10.0,bernoulli,10,52,6.0,161626.67875548895,155140.9557727203,15.0,0.41944408416748047,0.5275087356567383,False
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,0,42,7.0,174785.46533279162,173767.80630637842,23.0,0.3924708366394043,0.9215331077575684,False
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,1,43,7.0,155972.8921714968,155131.9217057852,8.0,0.3876068592071533,0.2985711097717285,False
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,2,44,7.0,155962.03325862196,155110.5459487914,6.0,0.4289278984069824,0.14203572273254395,False
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,3,45,7.0,173535.45630549442,172665.2543652786,10.0,0.34446287155151367,0.19497370719909668,False
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,4,46,7.0,158593.0185492276,157686.48269060117,5.0,0.35254669189453125,0.1993870735168457,False
fig52,kmeans||,10,10000,15,50,500.0,7.0,10.0,bernoulli,5,47,7.0,164599.6256807773,163724.13724423567,8.0,0.3604300022125244,0.4945974349975586,False
