k,l,r,r_effective,partitions,initial_cost,final_cost,time,lloyd_time,num effective lloyd iters,seed,cost_history,iter_times,workers,l_over_k
500,500,5,5,128,623691.134509556,571831.927354402,61.6968433856964,36.914226770401,9,45,"[623691.1345095558, 588041.5292135567, 581100.0224463663, 577591.2751081777, 575711.7660429291, 574422.0806635187, 573447.7572594349, 572748.0191475615, 572236.8511936135]","[26.707502126693726, 1.238311529159546, 1.2328975200653076, 1.2039382457733154, 1.244255781173706, 1.2151706218719482, 1.439758062362671, 1.310683250427246, 1.2212421894073486]",6,1
500,500,5,5,128,627569.032493888,569525.483650716,83.0373330116272,58.7500815391541,10,46,"[627569.0324938877, 587176.4173762038, 578857.5832800049, 575339.0030441475, 573432.6155232005, 572193.0644858893, 571422.26639889, 570817.2777008298, 570241.4973427308, 569812.3742405197]","[46.83721399307251, 1.2585694789886475, 1.4412071704864502, 1.2780401706695557, 1.275984525680542, 1.2632968425750732, 1.2914221286773682, 1.2966485023498535, 1.3613386154174805, 1.2888286113739014]",6,1
500,500,5,5,128,625992.155712092,573716.998376285,69.5181214809418,45.4112420082092,12,47,"[625992.1557120914, 592323.6139119265, 585627.9560105982, 582269.0926110706, 580418.1444403506, 578902.6784648077, 577315.7169999595, 576397.8527570714, 575430.7821433791, 574807.4178736056, 574321.0983842787, 573997.0705317459]","[29.617791175842285, 1.358412504196167, 1.3350565433502197, 1.3751132488250732, 1.4101595878601074, 1.7922861576080322, 1.3734290599822998, 1.3500587940216064, 1.487624168395996, 1.3498802185058594, 1.3788056373596191, 1.4509809017181396]",6,1
500,500,5,5,128,624235.360023688,570946.058784461,71.8941285610199,39.8377544879913,8,48,"[624235.3600236877, 586730.3962231855, 579704.7363279309, 576369.6657918245, 574236.3751228894, 572742.4023234838, 571867.5545426591, 571320.2135641335]","[29.569850206375122, 1.38215970993042, 1.3685534000396729, 1.3749973773956299, 1.3955707550048828, 1.3969464302062988, 1.4239294528961182, 1.768723964691162]",6,1
500,500,5,5,128,625532.769688535,567726.632297326,63.0751521587372,38.2989807128906,10,49,"[625532.7696885349, 586086.2848699684, 577907.484213476, 574506.0888072802, 572537.4594713227, 571155.977896688, 570241.1102006091, 569389.8238316382, 568583.8825182314, 568102.512166501]","[26.68202304840088, 1.205500602722168, 1.2012784481048584, 1.1823770999908447, 1.541691541671753, 1.2310023307800293, 1.2821025848388672, 1.2824397087097168, 1.2847344875335693, 1.251101016998291]",6,1
500,500,5,5,128,624865.174270179,573933.11899008,75.9822251796722,48.4153318405151,13,50,"[624865.1742701789, 592080.1150971728, 585328.8937385674, 582222.2557108831, 580171.2660361546, 578741.3394568318, 577765.3348050985, 576907.7649499583, 576163.3783427653, 575555.1445826314, 575045.0428479807, 574606.7528444127, 574252.8545486676]","[31.973331928253174, 1.2791221141815186, 1.3178987503051758, 1.5398571491241455, 1.30267333984375, 1.4305424690246582, 1.3037257194519043, 1.3160529136657715, 1.3190438747406006, 1.4830958843231201, 1.2419381141662598, 1.3309292793273926, 1.354604959487915]",6,1
500,500,5,5,128,621019.000080032,570028.425776596,55.2626912593842,30.9968950748444,8,51,"[621019.0000800317, 583720.0046012049, 578194.5103420839, 575494.0152221215, 573712.0713620735, 572219.5845065615, 571296.8429317396, 570596.1136120068]","[21.297287702560425, 1.6948647499084473, 1.3063294887542725, 1.2860760688781738, 1.3515489101409912, 1.316110372543335, 1.3093500137329102, 1.341261625289917]",6,1
500,500,5,5,256,620298.572639266,564171.289201143,77.5814564228058,34.8960444927216,9,42,"[620298.5726392661, 581542.5178982458, 573980.1539896735, 570189.6288645867, 567888.0615127756, 566534.1678851722, 565654.4399865305, 564983.0757964517, 564533.3167397624]","[22.165283679962158, 1.5017197132110596, 1.7577626705169678, 1.5894355773925781, 1.7131023406982422, 1.5236246585845947, 1.6793124675750732, 1.4207258224487305, 1.4440011978149414]",6,1
500,500,5,5,256,613828.78886161,568347.077262347,73.2060534954071,38.2689146995544,13,43,"[613828.7888616098, 583715.5083469306, 578935.4664546117, 576346.9485434078, 574567.2470442555, 573256.6595645163, 572272.0163639465, 571356.5646570883, 570455.980301713, 569620.7139569917, 569131.1151566061, 568814.2392446991, 568556.6770495719]","[17.504423141479492, 1.5122406482696533, 1.6045713424682617, 1.6951613426208496, 1.5576748847961426, 1.6424012184143066, 1.6016881465911865, 2.075812816619873, 1.6656520366668701, 1.8457598686218262, 1.7575345039367676, 2.0305428504943848, 1.635396957397461]",6,1
500,500,5,5,256,623725.438505273,574334.559191046,70.1266312599182,31.5333337783813,9,44,"[623725.4385052733, 590552.5653419046, 584724.5569652, 581689.3378352209, 579609.6568313381, 577957.0121025039, 576478.9637623121, 575570.1017551498, 574836.9995237791]","[17.978371620178223, 1.548511028289795, 1.5480010509490967, 1.5646207332611084, 1.8796055316925049, 1.763901948928833, 1.535855770111084, 1.5414106845855713, 2.024597406387329]",6,1
500,500,5,5,256,621905.619787542,571003.663340331,65.4719324111939,34.6457874774933,10,45,"[621905.6197875416, 588170.1832655403, 581976.8784407432, 578837.7231994703, 576696.7091632908, 574858.9823572632, 573374.71283591, 572533.3629384188, 571966.525368183, 571471.9328694972]","[19.433159828186035, 1.6385772228240967, 1.6673040390014648, 1.866544485092163, 1.5973803997039795, 1.56447172164917, 1.5694279670715332, 2.02079701423645, 1.5513319969177246, 1.569366216659546]",6,1
500,500,5,5,256,620694.746363445,572841.525718235,68.6349766254425,36.7355375289917,10,46,"[620694.7463634452, 587636.6280321714, 582407.8420335533, 579969.4031969808, 578114.0109434222, 576752.6776822445, 575772.635875726, 574819.0667317655, 573680.7472998123, 573172.9721993521]","[21.145734310150146, 1.5766053199768066, 1.5061829090118408, 1.5808098316192627, 2.1327266693115234, 1.5667920112609863, 1.530893325805664, 1.8815388679504395, 1.542224645614624, 1.7718443870544434]",6,1
500,500,5,5,256,625513.123493483,571721.10150371,76.8435282707214,44.7786183357239,11,47,"[625513.1234934827, 589821.2200418783, 583261.3829293193, 579942.190214846, 577831.1533351364, 576503.6417366603, 575368.329986033, 574407.3986642829, 573515.5187154734, 572720.2681290635, 572160.0274394864]","[28.066896200180054, 1.914865255355835, 1.8656599521636963, 1.4063713550567627, 1.4958739280700684, 1.8420741558074951, 1.4343829154968262, 1.776390552520752, 1.9276580810546875, 1.4567432403564453, 1.4419879913330078]",6,1
500,500,5,5,256,629394.600603943,573640.881855115,65.5194849967957,34.9766511917114,10,48,"[629394.6006039432, 591775.7550609722, 584775.8807672285, 581011.560453275, 578871.1181818946, 577293.9926312835, 576101.0879635733, 575278.3394277587, 574572.1619871289, 574062.9653151443]","[19.148754358291626, 1.6130261421203613, 1.6581203937530518, 1.650475263595581, 1.6014611721038818, 2.066943883895874, 1.7848105430603027, 1.7369353771209717, 1.6042237281799316, 1.992278814315796]",6,1
500,500,5,5,256,623572.794412184,570996.9745501,75.2005732059479,30.6547219753265,9,49,"[623572.7944121836, 586115.806299313, 579823.1104813638, 576632.5901947746, 574959.7221387454, 573647.5886479379, 572743.2068167836, 572136.3347385414, 571566.1183242706]","[17.541955947875977, 1.7952148914337158, 1.7937626838684082, 1.5686850547790527, 1.5209062099456787, 1.497403621673584, 1.7678797245025635, 1.5822393894195557, 1.4485218524932861]",6,1
500,500,5,5,256,627899.603255145,570632.927405614,82.0938360691071,43.6625592708588,16,50,"[627899.6032551449, 591907.6987673398, 585055.4787283674, 581169.1841096465, 578590.3263088547, 576882.7950064148, 575408.7923610361, 574311.2576901754, 573591.3417924754, 573038.5861763164, 572545.3431940032, 572185.5563449907, 571887.4303153427, 571597.9350431456, 570996.9210374309, 570771.4379879306]","[17.457037448883057, 1.9265649318695068, 1.554781198501587, 1.7907767295837402, 1.5740504264831543, 2.042015314102173, 1.6350398063659668, 1.584385871887207, 1.8330166339874268, 2.0224645137786865, 1.6538171768188477, 1.6880507469177246, 1.5772600173950195, 2.106367826461792, 1.556281328201294, 1.5177881717681885]",6,1
500,500,5,5,256,629155.344794109,577186.12441217,62.8426153659821,32.0917026996613,8,51,"[629155.3447941086, 594702.8943807961, 586969.8031365614, 583077.5947161642, 580680.4046415403, 579251.1341795145, 578172.671671749, 577591.4285517635]","[19.584587335586548, 1.5896754264831543, 1.534959077835083, 1.9838082790374756, 2.1030614376068115, 1.6202468872070312, 1.5775160789489746, 1.9975547790527344]",6,1
500,500,5,5,32,624017.484548562,572251.846549555,60.0829339027405,35.4653103351593,12,42,"[624017.4845485622, 590934.0154831798, 584764.8541146786, 581606.1034108339, 579345.0642077867, 577697.0715821657, 576362.0075952617, 575124.0695606403, 574276.1653552054, 573681.8942644403, 573170.425438668, 572683.6440161217]","[14.815157413482666, 1.6272706985473633, 1.6632144451141357, 1.6297621726989746, 1.993241310119629, 1.9347517490386963, 1.9086723327636719, 2.0015110969543457, 1.9325714111328125, 1.9223783016204834, 1.9145452976226807, 1.9025359153747559]",7,1
500,500,5,5,32,624358.035703418,569993.73524788,57.6819705963135,34.4764587879181,13,43,"[624358.0357034184, 590048.0637431106, 583334.6407798423, 579432.1414990083, 576761.3112613296, 575007.7180220811, 573599.0371173591, 572544.9866398505, 571598.9438557244, 571095.2607818194, 570716.2522682154, 570395.3798309522, 570166.7792680549]","[15.23255968093872, 1.6337835788726807, 1.5992190837860107, 1.591996192932129, 1.6100306510925293, 1.5682952404022217, 1.5594234466552734, 1.6016831398010254, 1.5750749111175537, 1.5752625465393066, 1.589294195175171, 1.6235251426696777, 1.5963037014007568]",7,1
500,500,5,5,32,625534.583028752,571426.617565322,60.6774525642395,34.902884721756,11,44,"[625534.5830287521, 589209.3079761718, 583287.770725291, 579771.8530044924, 577024.5972507795, 575182.83486296, 573592.6737545659, 572984.5282354787, 572540.616172742, 572149.9525957229, 571791.6072365483]","[15.114848613739014, 1.971832513809204, 1.9592556953430176, 1.947218894958496, 1.9515411853790283, 1.969069480895996, 1.9477944374084473, 1.9382843971252441, 1.992398977279663, 1.996232032775879, 1.9774632453918457]",7,1
500,500,5,5,32,631585.196055644,571424.549036542,66.8978471755981,43.2129857540131,15,45,"[631585.1960556444, 593360.4244640276, 585593.2264504079, 581545.3375657926, 579296.001934533, 577772.078097884, 576476.7653706891, 575465.0508449019, 574627.1198395207, 574045.07337471, 573527.0340506432, 573029.8147729838, 572458.7850361591, 571897.5346167202, 571599.9172153969]","[15.519032001495361, 1.9883370399475098, 2.1023292541503906, 2.0879223346710205, 2.0842583179473877, 2.021479606628418, 1.9869358539581299, 1.9404749870300293, 1.9518647193908691, 1.9751012325286865, 1.6953701972961426, 1.8434092998504639, 1.9322845935821533, 1.9614033699035645, 1.99684476852417]",7,1
500,500,5,5,32,627174.430219005,574778.472080765,48.4752373695374,25.0828585624695,7,46,"[627174.4302190049, 590360.6268224893, 583046.1478177224, 579713.1773526702, 577650.5733907075, 576159.7339078656, 575332.2772130657]","[15.379600524902344, 1.6106345653533936, 1.5882489681243896, 1.5842151641845703, 1.5821137428283691, 1.6022095680236816, 1.6059815883636475]",7,1
500,500,5,5,32,621318.77700119,567387.382503895,54.3408846855164,31.1983547210693,10,47,"[621318.7770011898, 584587.8925697204, 577858.5459755752, 574084.240952476, 571906.4633378371, 570578.1714217799, 569670.2619020225, 568780.0871479932, 568166.8728307369, 567740.8517008832]","[15.62423062324524, 1.604219913482666, 1.6405868530273438, 1.6307141780853271, 1.636732578277588, 1.6643595695495605, 1.661803960800171, 1.6696555614471436, 1.9754023551940918, 1.964120626449585]",7,1
500,500,5,5,32,629528.928319352,573399.015484251,60.858119726181,37.6297252178192,12,48,"[629528.9283193519, 591293.0279607866, 585042.4305343644, 581813.5198666789, 579705.4129013141, 578283.2384640691, 577273.741739997, 576461.5058101554, 575598.0757011066, 574897.6695231776, 574418.0670124568, 573918.4070184898]","[15.357676267623901, 1.9494571685791016, 1.9985463619232178, 2.010188102722168, 2.003661870956421, 1.9670817852020264, 1.9866437911987305, 1.9942140579223633, 2.300902843475342, 2.0388104915618896, 1.9988656044006348, 1.9471991062164307]",7,1
500,500,5,5,32,619576.101280813,572441.220382339,48.1762654781342,26.4504227638245,8,49,"[619576.1012808133, 586511.8760947664, 580616.6141420731, 577573.907841894, 575528.91795264, 574173.4233924765, 573327.1594783382, 572800.9515477421]","[15.055080890655518, 1.6113412380218506, 1.613440990447998, 1.6146721839904785, 1.6083061695098877, 1.619537591934204, 1.6175305843353271, 1.6598103046417236]",7,1
500,500,5,5,32,614558.557078802,566458.660472684,42.5317666530609,19.8420939445496,7,50,"[614558.5570788017, 579025.5991218309, 572870.212029604, 570281.9441443247, 568613.5706821345, 567678.5921811085, 566968.8526682459]","[8.058070659637451, 1.941232442855835, 1.9375574588775635, 2.0005195140838623, 1.9300563335418701, 1.9671194553375244, 1.9335594177246094]",7,1
500,500,5,5,32,624446.325437124,570790.794612844,57.0258102416992,33.0238626003265,10,51,"[624446.3254371234, 589087.6719714782, 581885.2470089265, 578326.8380530345, 576068.5001470733, 574422.1596899095, 573332.7057779818, 572507.8321922336, 571827.9511035383, 571239.965123741]","[15.392423629760742, 1.9798328876495361, 2.00166916847229, 1.9850144386291504, 2.0464119911193848, 1.968531847000122, 1.9525904655456543, 1.938201665878296, 1.6761739253997803, 1.978384256362915]",7,1
500,500,5,5,64,622311.012967598,573781.579850125,46.5996315479279,24.5369291305542,8,42,"[622311.0129675976, 589133.9962023356, 582845.8118877044, 579342.4785127444, 577174.5712360387, 575814.0479521133, 574893.0665115209, 574244.0592182992]","[15.08141803741455, 1.2882707118988037, 1.3678510189056396, 1.3117527961730957, 1.437587022781372, 1.2954816818237305, 1.3564093112945557, 1.330848217010498]",7,1
500,500,5,5,64,632902.390347569,575568.145740013,47.8972644805908,26.5203666687012,9,43,"[632902.3903475686, 593964.7282663259, 585676.4824721576, 582053.0932847642, 580039.0371977541, 578573.3616319027, 577469.6161273558, 576635.665173283, 576017.8907597056]","[15.45388388633728, 1.4998831748962402, 1.372791051864624, 1.3788137435913086, 1.3588480949401855, 1.3385207653045654, 1.3502349853515625, 1.3317558765411377, 1.342109203338623]",7,1
500,500,5,5,64,620806.709118039,572460.645342821,46.061704158783,24.8044202327728,8,44,"[620806.709118039, 587321.3843046839, 580407.2437036085, 577346.3198155902, 575598.4400864328, 574254.4320162216, 573467.0123947249, 572912.4188270076]","[15.60974383354187, 1.27937912940979, 1.2629668712615967, 1.2553346157073975, 1.3413598537445068, 1.3218116760253906, 1.3388288021087646, 1.3355677127838135]",7,1
500,500,5,5,64,626189.555393765,570152.686816966,47.0698857307434,25.6946706771851,9,45,"[626189.555393765, 587693.7591638993, 580287.5100781951, 576543.3811622472, 574336.3284141809, 572945.2631213382, 571925.0018054934, 571060.5537793026, 570496.0648270716]","[15.11062240600586, 1.2904620170593262, 1.2543230056762695, 1.2950098514556885, 1.2640974521636963, 1.2472496032714844, 1.5922727584838867, 1.2503764629364014, 1.2479963302612305]",7,1
500,500,5,5,64,624937.77333816,569839.129560098,48.1506104469299,27.2418885231018,10,46,"[624937.7733381595, 589841.5948248239, 583123.0857850221, 579106.911295342, 576282.6321978306, 574422.2621132903, 572920.8181820352, 571765.4296063127, 570900.0592954617, 570306.9272266299]","[15.00000524520874, 1.7573726177215576, 1.2347087860107422, 1.2558183670043945, 1.2342288494110107, 1.2542057037353516, 1.2683475017547607, 1.2759144306182861, 1.2692253589630127, 1.337714433670044]",7,1
500,500,5,5,64,628462.55178986,574703.912698036,48.9526467323303,28.0994572639465,11,47,"[628462.5517898597, 592258.2439688382, 586068.4118281074, 582230.6487700214, 580094.5980234732, 578696.8094105783, 577718.3343034212, 576987.418197466, 576290.5266980784, 575589.2824605986, 575127.4052379774]","[15.632286787033081, 1.206019401550293, 1.176367998123169, 1.154024362564087, 1.158184289932251, 1.3062620162963867, 1.1758177280426025, 1.250044584274292, 1.3209869861602783, 1.3129074573516846, 1.3152384757995605]",7,1
500,500,5,5,64,633165.866861573,572896.535940434,50.664354801178,29.4643955230713,12,48,"[633165.8668615731, 592796.2706978738, 585600.0267657255, 582217.1155830753, 580164.026809661, 578435.3562669017, 576935.5705983028, 575829.6607476029, 575022.571724987, 574235.0187117492, 573652.4657797643, 573228.3942331865]","[14.973278284072876, 1.2693309783935547, 1.2534139156341553, 1.2309989929199219, 1.2619013786315918, 1.2589688301086426, 1.2561008930206299, 1.6097664833068848, 1.2292561531066895, 1.4565796852111816, 1.2678289413452148, 1.3053805828094482]",7,1
500,500,5,5,64,620599.137040153,565700.057759521,46.6122710704804,26.352420091629,10,49,"[620599.1370401531, 583905.109248259, 576560.7775417108, 572953.296416514, 570717.1042866718, 569282.9532924592, 568176.657056793, 567307.6349305, 566558.5905152702, 566037.3142765299]","[15.456667423248291, 1.1513934135437012, 1.1934866905212402, 1.2534434795379639, 1.1970601081848145, 1.1890344619750977, 1.190399408340454, 1.209747314453125, 1.1989631652832031, 1.2045557498931885]",7,1
500,500,5,5,64,622708.148684289,566794.499935872,53.7696809768677,32.3172960281372,15,50,"[622708.1486842886, 586644.4237213013, 579926.9280787633, 576587.0546486893, 574557.5583912622, 573353.3239797265, 572471.0377585458, 571796.8223471033, 571211.8941211099, 570618.3823451155, 569868.8013409436, 569134.7218595713, 568355.7308393106, 567287.9152325572, 567000.3788895304]","[15.241225719451904, 1.1635792255401611, 1.1722073554992676, 1.205622911453247, 1.193375587463379, 1.2318525314331055, 1.260307788848877, 1.1903858184814453, 1.2042779922485352, 1.1588771343231201, 1.1697406768798828, 1.1652281284332275, 1.1856489181518555, 1.1982409954071045, 1.4600744247436523]",7,1
500,500,5,5,64,630326.580123207,575692.280182966,49.9671990871429,28.7291181087494,11,51,"[630326.5801232071, 592181.7872548404, 585889.6834332214, 582621.338787568, 580480.0040643712, 579041.3786958435, 578137.0008945597, 577485.1489712445, 576876.2305648932, 576390.5461368075, 575994.1197369341]","[15.589678764343262, 1.2160511016845703, 1.2206454277038574, 1.274346113204956, 1.5811669826507568, 1.241215467453003, 1.2944731712341309, 1.3081705570220947, 1.2762751579284668, 1.2803103923797607, 1.2915699481964111]",7,1
500,500,5,5,128,625666.469783058,570602.057717782,65.0447981357575,32.829657793045,11,42,"[625666.4697830577, 588204.2099101767, 582482.6649842327, 579607.8217471725, 577351.0622426112, 575430.4543666906, 573885.7141981173, 572768.3220078981, 571911.8890910101, 571403.0919235687, 570970.6733990161]","[17.99988579750061, 1.4433436393737793, 1.4444246292114258, 1.470773458480835, 1.466484546661377, 1.4550395011901855, 1.5697262287139893, 1.493072271347046, 1.464078426361084, 1.4910051822662354, 1.4670379161834717]",7,1
500,500,5,5,128,623845.970508874,567928.666011057,52.2426145076752,27.6736931800842,10,43,"[623845.9705088744, 587705.2353863714, 580114.6213768916, 576124.0646973865, 573603.225865308, 571996.6838940356, 570834.3896023657, 569812.7041862467, 569129.5071128074, 568505.8502630261]","[15.322030067443848, 1.1425631046295166, 1.3537752628326416, 1.4838910102844238, 1.4288134574890137, 1.4243180751800537, 1.3440980911254883, 1.3479244709014893, 1.3365609645843506, 1.3250322341918945]",7,1
500,500,5,5,128,623805.6548329,571847.445567114,59.4558317661285,36.5609402656555,11,44,"[623805.6548328999, 588628.2191269817, 582059.7531235169, 578694.1376355464, 576672.5725737236, 575415.1897642106, 574502.6670584887, 573798.047387906, 573199.5223692803, 572647.6548292493, 572207.2858789748]","[24.241475582122803, 1.1294801235198975, 1.1715259552001953, 1.1488640308380127, 1.204561471939087, 1.1995275020599365, 1.1590607166290283, 1.4488201141357422, 1.163151741027832, 1.2401251792907715, 1.273249626159668]",7,1
500,500,5,5,128,622959.121043953,568982.232697345,68.3116316795349,37.5801591873169,14,45,"[622959.1210439524, 587869.3335228402, 581224.2788756102, 578039.1229887446, 575929.0967623385, 574434.4776211218, 573385.9237083191, 572528.2367507598, 571810.1197452022, 571193.7284671402, 570699.6277876509, 570233.5856552991, 569708.1595668048, 569233.387164473]","[18.575647354125977, 1.42441725730896, 1.3289597034454346, 1.3712224960327148, 1.4143970012664795, 1.3817970752716064, 1.4009807109832764, 1.5286335945129395, 1.4191131591796875, 1.435211181640625, 1.8531692028045654, 1.4951751232147217, 1.4417634010314941, 1.3891100883483887]",7,1
500,500,5,5,128,624668.209145093,571614.601316174,66.2297976016998,42.3578579425812,10,46,"[624668.2091450926, 589924.6518245909, 583333.0502906013, 579620.2126641071, 577370.3075356495, 575522.7650526819, 574296.7746790688, 573474.0520910296, 572635.6384331418, 572061.1143617244]","[30.508724689483643, 1.171433448791504, 1.4577381610870361, 1.1725594997406006, 1.238534927368164, 1.3674414157867432, 1.1789124011993408, 1.2833051681518555, 1.343033790588379, 1.5194599628448486]",7,1
500,500,5,5,128,624584.289904096,571794.609621439,52.8628940582275,24.3761506080627,7,47,"[624584.2899040956, 586611.7549839416, 580339.0033776674, 577473.988267026, 575292.5144600457, 573624.6568966297, 572498.6653148881]","[15.719023942947388, 1.3299922943115234, 1.364893913269043, 1.376023292541504, 1.4019291400909424, 1.5608627796173096, 1.4238603115081787]",7,1
500,500,5,5,128,626919.379319169,565304.583986619,53.6875443458557,30.0191159248352,10,48,"[626919.3793191689, 585021.8609927237, 577388.059403563, 573455.6645273764, 571006.4376722483, 569433.9939088217, 568061.2038108127, 566898.616515475, 566173.6890737554, 565668.1907573314]","[16.65316081047058, 1.4310166835784912, 1.627155065536499, 1.5284099578857422, 1.396392583847046, 1.437500238418579, 1.4207000732421875, 1.396127700805664, 1.4347214698791504, 1.461200475692749]",7,1
500,500,5,5,128,628997.634002397,572935.429211861,67.2845513820648,43.888614654541,15,49,"[628997.6340023968, 591453.4970253132, 584282.5712283545, 581008.2010869049, 579265.4006627905, 578125.6742120538, 577205.8897168194, 576351.4397181408, 575240.981092831, 574641.9538883885, 574295.5912662534, 573988.9530855495, 573673.9665612988, 573375.8796963234, 573146.9406680367]","[24.72104835510254, 1.3130581378936768, 1.328660488128662, 1.3116774559020996, 1.5203468799591064, 1.4630999565124512, 1.2595293521881104, 1.5252010822296143, 1.3195734024047852, 1.3041212558746338, 1.340815544128418, 1.3403832912445068, 1.3289055824279785, 1.3021001815795898, 1.2189955711364746]",7,1
500,500,5,5,128,624491.15306313,572092.232365716,56.6800494194031,26.7979519367218,8,50,"[624491.1530631299, 587000.1977728227, 579918.1045288678, 577071.7169877338, 575434.4081258919, 574360.7373078681, 573436.4743971168, 572620.4082644891]","[16.43370747566223, 1.422696828842163, 1.446035623550415, 1.4226415157318115, 1.4133353233337402, 1.4043350219726562, 1.6201674938201904, 1.405803918838501]",7,1
500,500,5,5,128,621166.855586385,568352.399814213,63.3116943836212,36.6620850563049,11,51,"[621166.8555863854, 585254.2858095597, 579094.7050199065, 576039.1519236097, 573767.3886112825, 572401.05897992, 571247.3022705849, 570521.6259932303, 569957.3845652525, 569238.5052850535, 568735.5730797491]","[21.641604900360107, 1.4665226936340332, 1.4920594692230225, 1.643639326095581, 1.497312307357788, 1.4991564750671387, 1.5173721313476562, 1.4709444046020508, 1.3657262325286865, 1.511084794998169, 1.4537222385406494]",7,1
500,500,5,5,256,630391.999413886,568890.374331905,61.6905183792114,35.0820171833038,12,42,"[630391.9994138863, 591871.9357419908, 583289.1347203698, 578547.7626512069, 575754.794578351, 573875.453916948, 572495.101699363, 571433.1076330044, 570610.6723193884, 570046.1228041304, 569532.3638641939, 569103.6064147898]","[16.75477647781372, 1.560534954071045, 1.5640578269958496, 1.571326494216919, 1.686497688293457, 1.76851224899292, 1.7527804374694824, 1.7902612686157227, 1.5413727760314941, 1.7343578338623047, 1.6329045295715332, 1.621943712234497]",7,1
500,500,5,5,256,631568.239645294,572297.333197483,71.4129681587219,39.4194996356964,12,43,"[631568.2396452943, 595472.5775858039, 588523.7120922819, 584108.8418439165, 580850.5804792009, 578526.1894048792, 576799.1982740178, 575511.5382041419, 574373.5562146347, 573537.3271229407, 573004.5970530362, 572587.1217477253]","[20.69883966445923, 2.0307586193084717, 1.763279676437378, 1.9884274005889893, 1.5502681732177734, 1.8835022449493408, 1.673736333847046, 1.483567714691162, 1.8296027183532715, 1.4767520427703857, 1.5061931610107422, 1.3723556995391846]",7,1
500,500,5,5,256,624195.791339423,572166.95416485,72.0293254852295,37.4059903621674,10,44,"[624195.7913394229, 588324.0616126704, 582505.6447441003, 579670.046185973, 577584.613082656, 575840.6442617559, 574538.6422459249, 573611.2085471748, 572996.9413946358, 572511.0560658444]","[22.780363082885742, 1.5082685947418213, 1.5270366668701172, 1.6558222770690918, 1.8461780548095703, 1.5774834156036377, 1.5048456192016602, 1.6325733661651611, 1.7132363319396973, 1.4967372417449951]",7,1
500,500,5,5,256,628370.304620817,570304.767600504,71.0573463439941,38.187117099762,14,45,"[628370.3046208165, 590746.8455572209, 583681.36095249, 579722.4488794833, 577373.0611396041, 575645.917631845, 574235.973657834, 573283.9818402692, 572468.720414521, 571823.3331750453, 571339.1830912934, 570950.4284625684, 570632.5225130056, 570434.0417785068]","[17.293973207473755, 1.5644116401672363, 1.4461171627044678, 1.8632311820983887, 1.494633436203003, 1.4966483116149902, 1.4307940006256104, 1.7667491436004639, 1.7339084148406982, 1.5012867450714111, 1.4620287418365479, 2.05065655708313, 1.4420828819274902, 1.4624128341674805]",7,1
500,500,5,5,256,621964.237918113,574924.107235827,68.3839890956879,35.4214556217194,8,46,"[621964.2379181129, 589955.1066431463, 583367.5720474016, 580344.0894814355, 578424.2395155744, 576923.6137866201, 575945.4948470012, 575346.0778457458]","[24.30468773841858, 1.8416054248809814, 1.4990487098693848, 1.4586198329925537, 1.5061454772949219, 1.7451069355010986, 1.4949231147766113, 1.4769728183746338]",7,1
500,500,5,5,256,627413.148376519,567703.391741797,77.8297820091248,49.1549458503723,15,47,"[627413.1483765189, 587613.6849702427, 581214.2932155586, 577892.8858705423, 575574.7589610569, 573748.1145710167, 572430.7687689594, 571533.0322550418, 570609.3785941759, 569787.2581351675, 569344.9516348407, 568985.6190547287, 568539.805608428, 568152.7476496625, 567894.318203883]","[23.18227243423462, 1.9203619956970215, 1.8003194332122803, 1.7917721271514893, 1.7132866382598877, 2.5801842212677, 1.6920135021209717, 1.7001850605010986, 1.6230499744415283, 2.1995017528533936, 1.6997096538543701, 1.702005386352539, 2.116744041442871, 1.6779918670654297, 1.6196396350860596]",7,1
500,500,5,5,256,622939.763885438,569446.632480742,67.1706650257111,36.3281610012054,7,48,"[622939.7638854377, 585808.4217773081, 578828.0452527791, 574805.4352906543, 572608.6412306315, 571070.0611082269, 570148.902822525]","[26.39306950569153, 1.445375680923462, 1.836763620376587, 1.4423530101776123, 1.744163990020752, 1.3852581977844238, 1.9948797225952148]",7,1
500,500,5,5,256,622569.827235407,572084.276206641,66.5644280910492,36.0634822845459,10,49,"[622569.8272354067, 589468.6376326808, 583382.1198976756, 579681.8010358752, 577211.4534972319, 575892.74729836, 574917.9434888051, 574013.3437320674, 573266.8674807012, 572658.1576000636]","[21.09145736694336, 1.4193546772003174, 1.4371042251586914, 1.7364814281463623, 1.737058162689209, 1.5542216300964355, 1.74025559425354, 1.7754638195037842, 1.5005543231964111, 1.9404504299163818]",7,1
500,500,5,5,256,624575.378822009,578289.590783629,74.0211634635925,40.3854961395264,9,50,"[624575.3788220086, 591497.3113827213, 585223.1674869248, 582542.381590227, 581095.8846254221, 580176.1939171368, 579521.7670081416, 578973.5504930274, 578601.9323221922]","[27.391698360443115, 1.7604854106903076, 1.5385966300964355, 1.5440447330474854, 1.8261427879333496, 1.6145656108856201, 1.6041240692138672, 1.4801883697509766, 1.508239984512329]",7,1
